budgetline,fmsnumber,managingagency,projectid,description,costdescription,citycost,noncitycost,plancommdate
HA-1,806 900,806,HAM10SUTV,"SURFSIDE GARDENS/CONEY ISL 4 & 5 - LAYERED ACCESS CONTROLS",CONS,"GENERAL",1,0,06/17
HA-1,806 900,806,HAM11IHWH,"INSTANTANEOUS HOT WATER HEATERS",CONS,"",5258,0,06/18
HA-1,806 900,806,HAM11IHWH,"INSTANTANEOUS HOT WATER HEATERS",CONS,"",15269,0,06/18
HA-1,806 900,806,HAM11IHWH,"INSTANTANEOUS HOT WATER HEATERS",CONS,"",4299,0,06/18
HA-1,806 900,806,HAM11IHWH,"INSTANTANEOUS HOT WATER HEATERS",CONS,"",159,0,06/18
HA-1,806 900,806,HAM11IHWH,"INSTANTANEOUS HOT WATER HEATERS",CONS,"",1045,0,06/18
HA-1,806 900,806,HAM11IHWH,"INSTANTANEOUS HOT WATER HEATERS",CONS,"",2000,0,06/17
HA-1,806 900,806,HAM11IHWH,"INSTANTANEOUS HOT WATER HEATERS",CONS,"",1441,0,06/18
HA-1,806 900,806,HAM13BRKT,"BREUKELEN HOUSES KITCHENS, WET WALLS AND PLUMBING",CONS,"GENERAL",8091,0,06/18
HA-1,806 900,806,HAM13BRKT,"BREUKELEN HOUSES KITCHENS, WET WALLS AND PLUMBING",CONS,"GENERAL",11000,0,06/18
HA-1,806 900,806,HAM13BRKT,"BREUKELEN HOUSES KITCHENS, WET WALLS AND PLUMBING",CTGY,"GENERAL",809,0,06/18
HA-1,806 900,806,HAM13BRKT,"BREUKELEN HOUSES KITCHENS, WET WALLS AND PLUMBING",CTGY,"GENERAL",1100,0,06/18
HA-1,806 900,806,HAM13BXVA,"SECURITY CAMERAS AND LAYERED ACCESS AT PELHAM PARKWAY",CONS,"GENERAL",2,0,06/17
HA-1,806 900,806,HAM13CLEV,"CLINTON HOUSES ELEVATOR REHABILITATION",CONS,"GENERAL",648,0,06/17
HA-1,806 900,806,HAM13CLEV,"CLINTON HOUSES ELEVATOR REHABILITATION",CTGY,"GENERAL",65,0,06/17
HA-1,806 900,806,HAM13GCON,"GENERAL CONSTRUCTION CITYWIDE",CONS,"",275,0,06/17
HA-1,806 900,806,HAM13GCON,"GENERAL CONSTRUCTION CITYWIDE",CTGY,"",28,0,06/17
HA-1,806 900,806,HAM13GCON,"GENERAL CONSTRUCTION CITYWIDE",CTGY,"",22,0,06/17
HA-1,806 900,806,HAM13GCON,"GENERAL CONSTRUCTION CITYWIDE",CONS,"",223,0,06/17
HA-1,806 900,806,HAM13SURF,"SUMNER HOUSES ROOF REPLACEMENT",CONS,"GENERAL",617,0,06/17
HA-1,806 900,806,HAM13SURF,"SUMNER HOUSES ROOF REPLACEMENT",CTGY,"GENERAL",62,0,06/17
HA-1,806 900,806,HAM13SURF,"SUMNER HOUSES ROOF REPLACEMENT",CONS,"GENERAL",431,0,06/17
HA-1,806 900,806,HAM13SURF,"SUMNER HOUSES ROOF REPLACEMENT",CTGY,"GENERAL",43,0,06/17
HA-1,806 900,806,HAM13VAEL,"CITYWIDE REPAIRS",CONS,"GENERAL",89,0,06/17
HA-1,806 900,806,HAM13VAEL,"CITYWIDE REPAIRS",CTGY,"GENERAL",9,0,06/17
HA-1,806 900,806,HAM14HVCC,"HVAC at various community centers",CONS,"GENERAL",1800,0,06/17
HA-1,806 900,806,HAM14KBEY,"KINGSBOROUGH AND EXTENSION ENERGY IMPROVEMENTS",CONS,"GENERAL",2082,0,06/17
HA-1,806 900,806,HAM14KBEY,"KINGSBOROUGH AND EXTENSION ENERGY IMPROVEMENTS",CTGY,"GENERAL",208,0,06/17
HA-1,806 900,806,HAM14KBEY,"KINGSBOROUGH AND EXTENSION ENERGY IMPROVEMENTS",CONS,"GENERAL",1220,0,06/17
HA-1,806 900,806,HAM14KBEY,"KINGSBOROUGH AND EXTENSION ENERGY IMPROVEMENTS",CTGY,"GENERAL",120,0,06/17
HA-1,806 900,806,HAM14VAUP,"Major Renovations-Brickwork and Roofs at Sotomayer House",CONS,"GENERAL",1500,0,06/17
HA-1,806 900,806,HAM14VAUP,"Major Renovations-Brickwork and Roofs at Sotomayer House",CONS,"GENERAL",365,0,06/17
HA-1,806 900,806,HAM14VAUP,"Major Renovations-Brickwork and Roofs at Sotomayer House",CONS,"GENERAL",2009,0,06/17
HA-1,806 900,806,HAM14VAUP,"Major Renovations-Brickwork and Roofs at Sotomayer House",CONS,"GENERAL",1120,0,06/17
HA-1,806 900,806,HAM14VAUP,"Major Renovations-Brickwork and Roofs at Sotomayer House",CONS,"GENERAL",813,0,06/17
HA-1,806 900,806,HAM14VAUP,"Major Renovations-Brickwork and Roofs at Sotomayer House",CONS,"GENERAL",998,0,06/17
HA-1,806 900,806,HAM15HMLS,"HOMELESS INITIATIVE",CONS,"GENERAL",15400,0,06/17
HA-1,806 900,806,HAM15HMLS,"HOMELESS INITIATIVE",CTGY,"GENERAL",1540,0,06/17
HA-1,806 900,806,HAM15SHGC,"STEBBINS AVENUE-HEWITT PLACE INFRASTRUCTURE IMPROVEMENT",CONS,"GENERAL",1143,0,06/17
HA-1,806 900,806,HAM15SLVA,"SECURITY INITIATIVES - LIGHTING AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",15684,0,06/17
HA-1,806 900,806,HAM16CRCC,"CORSI HOUSES UPGRADES TO LAGUARDIA COMMUNITY CENTER",CONS,"GENERAL",380,0,06/17
HA-1,806 900,806,HAM16FACD,"BUILDING FACADES",CONS,"INSTL. MARKINGS",4438,0,06/17
HA-1,806 900,806,HAM16FACD,"BUILDING FACADES",CONS,"INSTL. MARKINGS",65000,0,06/17
HA-1,806 900,806,HAM16FACD,"BUILDING FACADES",CONS,"INSTL. MARKINGS",15562,0,06/17
HA-1,806 900,806,HAM16HPBR,"HOPE GARDENS INSTALLATION OF BOILERS AND RELATED EQUIPMENT",CONS,"GENERAL",1000,0,06/17
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",76743,0,06/17
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",100000,0,06/18
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",1,0,06/17
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",14148,0,06/17
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",9109,0,06/17
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",111000,0,06/19
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",111000,0,06/20
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",111000,0,06/21
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",111000,0,06/22
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",111000,0,06/23
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",111000,0,06/24
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",111000,0,06/25
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",111000,0,06/26
HA-1,806 900,806,HAM16MRVR,"ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS",CONS,"GENERAL",112000,0,06/27
HA-1,806 900,806,HAM17BASK,"BASKETBALL COURTS RENOVATION AT ADAMS HOUSES",CONS,"",500,0,06/17
HA-1,806 900,806,HAM17FORF,"ROOF REPLACEMENT AT FOREST HOUSES",CONS,"GENERAL",9320,0,06/17
HA-1,806 900,806,HAM17FORF,"ROOF REPLACEMENT AT FOREST HOUSES",CTGY,"GENERAL",932,0,06/17
HA-1,806 900,806,HAM17FORF,"ROOF REPLACEMENT AT FOREST HOUSES",CONS,"GENERAL",8136,0,06/18
HA-1,806 900,806,HAM17FORF,"ROOF REPLACEMENT AT FOREST HOUSES",CTGY,"GENERAL",814,0,06/18
HA-1,806 900,806,HAM17FORF,"ROOF REPLACEMENT AT FOREST HOUSES",CONS,"GENERAL",130,0,06/17
HA-1,806 900,806,HAM17FORF,"ROOF REPLACEMENT AT FOREST HOUSES",CTGY,"GENERAL",13,0,06/17
HA-1,806 900,806,HAM17FORF,"ROOF REPLACEMENT AT FOREST HOUSES",CONS,"GENERAL",95,0,06/17
HA-1,806 900,806,HAM17FORF,"ROOF REPLACEMENT AT FOREST HOUSES",CTGY,"GENERAL",10,0,06/17
HA-1,806 900,806,HAM17THUR,"ROOF WORK AT THURGOOD MARSHALL HOUSES",CONS,"ASBESTOS REMOVAL",2200,0,06/17
HA-1,806 900,806,HAM18IHWH,"INSTANTANEOUS HOT WATER HEATERS",CONS,"GENERAL",7642,0,06/18
HA-1,806 900,806,HAM19ADEL,"ADAMS HOUSES ELEVATOR REPLACEMENT",CONS,"GENERAL",787,0,06/19
HA-1,806 900,806,HAM19ADEL,"ADAMS HOUSES ELEVATOR REPLACEMENT",CTGY,"GENERAL",79,0,06/19
HA-1,806 900,806,HAM19ADEL,"ADAMS HOUSES ELEVATOR REPLACEMENT",CONS,"GENERAL",6600,0,06/20
HA-1,806 900,806,HAM19ADEL,"ADAMS HOUSES ELEVATOR REPLACEMENT",CTGY,"GENERAL",660,0,06/20
HA-1,806 900,806,HAM19AMEL,"AMSTERDAM HOUSES ELEVATOR UPGRADE",CONS,"GENERAL",300,0,06/19
HA-1,806 900,806,HAM19AMEL,"AMSTERDAM HOUSES ELEVATOR UPGRADE",CTGY,"GENERAL",30,0,06/19
HA-1,806 900,806,HAM19AMEL,"AMSTERDAM HOUSES ELEVATOR UPGRADE",CONS,"GENERAL",465,0,06/20
HA-1,806 900,806,HAM19AMEL,"AMSTERDAM HOUSES ELEVATOR UPGRADE",CTGY,"GENERAL",47,0,06/20
HA-1,806 900,806,HAM19AMEL,"AMSTERDAM HOUSES ELEVATOR UPGRADE",CONS,"GENERAL",10500,0,06/22
HA-1,806 900,806,HAM19AMEL,"AMSTERDAM HOUSES ELEVATOR UPGRADE",CTGY,"GENERAL",1050,0,06/22
HA-1,806 900,806,HAM19CAGR,"CASTLE HILL HOUSES GAS RISER REPLACEMENTS",CONS,"GENERAL",9638,0,06/19
HA-1,806 900,806,HAM19CAGR,"CASTLE HILL HOUSES GAS RISER REPLACEMENTS",CTGY,"GENERAL",964,0,06/19
HA-1,806 900,806,HAM19PKGR,"POMONOK HOUSES GAS RISER REPLACEMENTS",CONS,"ENERAL",500,0,06/19
HA-1,806 900,806,HAM19PKGR,"POMONOK HOUSES GAS RISER REPLACEMENTS",CTGY,"ENERAL",50,0,06/19
HA-1,806 900,806,HAM19STEL,"ST NICHOLAS HOUSES ELEVATOR UPGRADE",CONS,"GENERAL",275,0,06/19
HA-1,806 900,806,HAM19STEL,"ST NICHOLAS HOUSES ELEVATOR UPGRADE",CTGY,"GENERAL",28,0,06/19
HA-1,806 900,806,HAM19STEL,"ST NICHOLAS HOUSES ELEVATOR UPGRADE",CONS,"GENERAL",9700,0,06/23
HA-1,806 900,806,HAM19STEL,"ST NICHOLAS HOUSES ELEVATOR UPGRADE",CTGY,"GENERAL",970,0,06/23
HA-1,806 900,806,HAM20MLEL,"MELROSE HOUSES ELEVATOR REPLACEMENT",CONS,"GENERAL",7935,0,06/20
HA-1,806 900,806,HAM20MLEL,"MELROSE HOUSES ELEVATOR REPLACEMENT",CTGY,"GENERAL",794,0,06/20
HA-1,806 900,806,HAM20MLEL,"MELROSE HOUSES ELEVATOR REPLACEMENT",CONS,"GENERAL",600,0,06/19
HA-1,806 900,806,HAM20MLEL,"MELROSE HOUSES ELEVATOR REPLACEMENT",CTGY,"GENERAL",60,0,06/19
HA-1,806 900,806,HAM21DYEL,"DYCKMAN HOUSES ELEVATOR REPLACEMENT",CONS,"GENERAL",6000,0,06/21
HA-1,806 900,806,HAM21DYEL,"DYCKMAN HOUSES ELEVATOR REPLACEMENT",CTGY,"GENERAL",600,0,06/21
HA-1,806 900,806,HAM21DYEL,"DYCKMAN HOUSES ELEVATOR REPLACEMENT",CONS,"GENERAL",500,0,06/19
HA-1,806 900,806,HAM21DYEL,"DYCKMAN HOUSES ELEVATOR REPLACEMENT",CTGY,"GENERAL",50,0,06/19
HA-1,806 900,806,HAM21EWGR,"EDENWALD GAS RISERS #6",CONS,"GENERAL",9000,0,06/21
HA-1,806 900,806,HAM21EWGR,"EDENWALD GAS RISERS #6",CTGY,"GENERAL",900,0,06/21
HA-1,806 900,806,HAM21MHEL,"MELTZER HERNANDEZ HOUSES ELEVATOR REPLACEMENT",CONS,"GENERAL",2400,0,06/19
HA-1,806 900,806,HAM21MHEL,"MELTZER HERNANDEZ HOUSES ELEVATOR REPLACEMENT",CTGY,"GENERAL",240,0,06/19
HA-1,806 900,806,HAM22SMGR,"SMITH HOUSES INSTALLATION OF GAS RISERS #7",CONS,"GENERAL",250,0,06/22
HA-1,806 900,806,HAM22SMGR,"SMITH HOUSES INSTALLATION OF GAS RISERS #7",CTGY,"GENERAL",25,0,06/22
HA-1,806 900,806,HAM22SMGR,"SMITH HOUSES INSTALLATION OF GAS RISERS #7",CONS,"GENERAL",8000,0,06/25
HA-1,806 900,806,HAM22SMGR,"SMITH HOUSES INSTALLATION OF GAS RISERS #7",CTGY,"GENERAL",800,0,06/25
HA-1,806 900,806,HAM22TAEL,"TAFT HOUSES ELEVATOR REHABILITATION",CONS,"GENERAL",250,0,06/22
HA-1,806 900,806,HAM22TAEL,"TAFT HOUSES ELEVATOR REHABILITATION",CTGY,"GENERAL",25,0,06/22
HA-1,806 900,806,HAM22TAEL,"TAFT HOUSES ELEVATOR REHABILITATION",CONS,"GENERAL",8000,0,06/24
HA-1,806 900,806,HAM22TAEL,"TAFT HOUSES ELEVATOR REHABILITATION",CTGY,"GENERAL",800,0,06/24
HA-1,806 900,806,HAM22WAGR,"WAGNER HOUSES GAS RISER REPLACEMENTS",CONS,"GENERAL",4000,0,06/22
HA-1,806 900,806,HAM22WAGR,"WAGNER HOUSES GAS RISER REPLACEMENTS",CTGY,"GENERAL",400,0,06/22
HA-1,806 900,806,HAM22WAGR,"WAGNER HOUSES GAS RISER REPLACEMENTS",CONS,"GENERAL",5300,0,06/23
HA-1,806 900,806,HAM22WAGR,"WAGNER HOUSES GAS RISER REPLACEMENTS",CTGY,"GENERAL",530,0,06/23
HA-1,806 900,806,HAM24CHBR,"CASTLE HILL BATHROOMS",CONS,"GENERAL",500,0,06/24
HA-1,806 900,806,HAM24CHBR,"CASTLE HILL BATHROOMS",CTGY,"GENERAL",50,0,06/24
HA-1,806 900,806,HAM24CHBR,"CASTLE HILL BATHROOMS",CONS,"GENERAL",7000,0,06/25
HA-1,806 900,806,HAM24CHBR,"CASTLE HILL BATHROOMS",CTGY,"GENERAL",700,0,06/25
HA-1,806 900,806,HAM24CHBR,"CASTLE HILL BATHROOMS",CONS,"GENERAL",15465,0,06/26
HA-1,806 900,806,HAM24CHBR,"CASTLE HILL BATHROOMS",CTGY,"GENERAL",1547,0,06/26
HA-1,806 900,806,HAM24CHBR,"CASTLE HILL BATHROOMS",CONS,"GENERAL",15944,0,06/27
HA-1,806 900,806,HAM24CHBR,"CASTLE HILL BATHROOMS",CTGY,"GENERAL",1594,0,06/27
HA-1,806 900,806,HAM24VDGR,"VAN DYKE I, II GAS RISERS #10",CONS,"GENERAL",6500,0,06/24
HA-1,806 900,806,HAM24VDGR,"VAN DYKE I, II GAS RISERS #10",CTGY,"GENERAL",650,0,06/24
HB-61,841 932,841,BRCR076,"RECON WILLIS AVE HARLEM RV 2-24005-9",SITE,"ACQUISITION",163,0,06/18
HB-61,841 932,841,HBK548,"21ST AVE RR BR & 64TH ST #2-24382-1/TN35190",SITE,"ACQUISITION",9237,0,06/18
HB-61,841 932,841,HBQ1112,"FRESH POND RD/METROPOLITAN 1-24756",SITE,"ACQUISITION",595,0,06/18
HB-61,841 932,841,HBX199,"E153RD ST BR AT PARK AVE OVER RR",SITE,"ACQUISITION",9,0,06/18
HB-61,841 932,841,HBX199,"E153RD ST BR AT PARK AVE OVER RR",SITE,"ACQUISITION",9,0,06/18
HB-61,841 932,841,HBX199,"E153RD ST BR AT PARK AVE OVER RR",SITE,"ACQUISITION",5804,0,06/18
HB-199,841 353,841,HBX199,"E153RD ST BR AT PARK AVE OVER RR",CNSP,"CONSULTANT SUPERVISION OF",2155,0,06/21
HB-199,841 353,841,HBX199,"E153RD ST BR AT PARK AVE OVER RR",DSGN,"",500,0,06/20
HB-199,841 353,841,HBX199,"E153RD ST BR AT PARK AVE OVER RR",CONS,"TRACKS AND RAILS",3000,0,06/21
HB-199,841 353,841,HBX199,"E153RD ST BR AT PARK AVE OVER RR",CTGY,"HIGHWAY BRIDGES",0,8000,06/17
HB-215,841 362,801,HBPD200KA,"PED BRIDGE - WEST 8 ST (BIN 2269260)",CONS,"HIGHWAY   BRIDGES",344,0,06/17
HB-215,841 362,801,HBPD200KA,"PED BRIDGE - WEST 8 ST (BIN 2269260)",CONS,"HIGHWAY   BRIDGES",237,0,10/16
HB-215,841 362,801,HBPD200KA,"PED BRIDGE - WEST 8 ST (BIN 2269260)",CONS,"HIGHWAY   BRIDGES",130,0,06/17
HB-215,841 362,801,HBPD200KA,"PED BRIDGE - WEST 8 ST (BIN 2269260)",CONS,"HIGHWAY   BRIDGES",130,0,10/16
HB-215,841 362,841,BRBM24012,"EMERG FENDER SYS REPLAC AT UNIV. HGHTS BRDG BIN:2240120",CONS,"",8807,0,06/17
HB-215,841 362,841,BRBM24012,"EMERG FENDER SYS REPLAC AT UNIV. HGHTS BRDG BIN:2240120",CNSP,"",79,0,06/18
HB-215,841 362,841,BRBM24012,"EMERG FENDER SYS REPLAC AT UNIV. HGHTS BRDG BIN:2240120",DSGN,"",50,0,06/18
HB-215,841 362,841,HB-BIDSAD,"ADVERTISEMENT FOR CAPITAL BRIDGE PROJECTS",CONS,"HIGHWAY BRIDGES",102,0,06/18
HB-215,841 362,841,HBBA06672,"EAST 174TH ST/SHERIDAN EXPWY AMTRAK BIN# 2066720",CONS,"TRACKS AND RAILS",16618,0,06/21
HB-215,841 362,841,HBBA06672,"EAST 174TH ST/SHERIDAN EXPWY AMTRAK BIN# 2066720",CNSP,"",14330,0,06/21
HB-215,841 362,841,HBBA06672,"EAST 174TH ST/SHERIDAN EXPWY AMTRAK BIN# 2066720",CONS,"",95536,0,06/21
HB-215,841 362,841,HBBA24181,"East 188th St over MNRR Har BIN 2241810",CONS,"",20000,0,06/21
HB-215,841 362,841,HBBA24181,"East 188th St over MNRR Har BIN 2241810",CNSP,"",3000,0,06/21
HB-215,841 362,841,HBBA24181,"East 188th St over MNRR Har BIN 2241810",CONS,"TRACKS AND RAILS",4967,0,06/21
HB-215,841 362,841,HBCR00,"COMP REHAB CONST",CTGY,"",100000,45000,06/17
HB-215,841 362,841,HBCR01B,"COMP REHAB 01 CONST (B CONTRACT)",CONS,"GENERAL",284,0,06/17
HB-215,841 362,841,HBCR01B,"COMP REHAB 01 CONST (B CONTRACT)",CNSP,"CONSULTANT SUPERVISION OF",379,0,06/17
HB-215,841 362,841,HBCR01B,"COMP REHAB 01 CONST (B CONTRACT)",CONS,"",328,0,06/17
HB-215,841 362,841,HBCR01B,"COMP REHAB 01 CONST (B CONTRACT)",CNSP,"CONSULTANT SUPERVISION OF",6,0,06/18
HB-215,841 362,841,HBCR01B,"COMP REHAB 01 CONST (B CONTRACT)",CONS,"",2003,0,06/18
HB-215,841 362,841,HBCR01B,"COMP REHAB 01 CONST (B CONTRACT)",IFSP,"",625,0,06/17
HB-215,841 362,841,HBCR01C,"COMPONENT REHABILITATION 01C CONSTRUCTION",CONS,"TRACKS AND RAILS",407,0,06/18
HB-215,841 362,841,HBCR01C,"COMPONENT REHABILITATION 01C CONSTRUCTION",CONS,"GENERAL",900,0,06/18
HB-215,841 362,841,HBCR01C,"COMPONENT REHABILITATION 01C CONSTRUCTION",CNSP,"CONSULTANT SUPERVISION OF",158,0,06/18
HB-215,841 362,841,HBCR01C,"COMPONENT REHABILITATION 01C CONSTRUCTION",CONS,"GENERAL",495,0,06/17
HB-215,841 362,841,HBCR01C,"COMPONENT REHABILITATION 01C CONSTRUCTION",IFSP,"",625,0,06/17
HB-215,841 362,841,HBCR02A,"COMPONENT REHABILITATION 02A CONSTRUCTION",CONS,"",900,0,06/18
HB-215,841 362,841,HBCR02A,"COMPONENT REHABILITATION 02A CONSTRUCTION",CONS,"TRACKS AND RAILS",105,0,06/18
HB-215,841 362,841,HBCR02A,"COMPONENT REHABILITATION 02A CONSTRUCTION",CNSP,"CONSULTANT SUPERVISION OF",300,0,06/18
HB-215,841 362,841,HBCR02A,"COMPONENT REHABILITATION 02A CONSTRUCTION",CONS,"GENERAL",488,0,06/17
HB-215,841 362,841,HBCR02A,"COMPONENT REHABILITATION 02A CONSTRUCTION",IFSP,"",10,0,06/17
HB-215,841 362,841,HBCR02B,"COMPONENT REHABILITATION 02B CONSTRUCTION",CONS,"GENERAL",17980,0,06/17
HB-215,841 362,841,HBCR02B,"COMPONENT REHABILITATION 02B CONSTRUCTION",CNSP,"CONSULTANT SUPERVISION OF",3149,0,12/16
HB-215,841 362,841,HBCR02B,"COMPONENT REHABILITATION 02B CONSTRUCTION",CONS,"TRACKS AND RAILS",2925,0,06/17
HB-215,841 362,841,HBCR02B,"COMPONENT REHABILITATION 02B CONSTRUCTION",CNSP,"",245,0,06/18
HB-215,841 362,841,HBCR02B,"COMPONENT REHABILITATION 02B CONSTRUCTION",CONS,"TRACKS AND RAILS",438,0,06/18
HB-215,841 362,841,HBCR03A,"COMPONENT REHABILITATION 03A CONSTRUCTION",CONS,"GENERAL",19525,0,06/18
HB-215,841 362,841,HBCR03A,"COMPONENT REHABILITATION 03A CONSTRUCTION",CONS,"TRACKS AND RAILS",323,0,06/17
HB-215,841 362,841,HBCR03A,"COMPONENT REHABILITATION 03A CONSTRUCTION",CNSP,"CONSULTANT SUPERVISION OF",3842,0,06/17
HB-215,841 362,841,HBCR03A,"COMPONENT REHABILITATION 03A CONSTRUCTION",SVCS,"SPECIAL TECHNICAL INVESTI",268,0,06/18
HB-215,841 362,841,HBCR03B,"COMPONENT REHABILITATION 03B CONSTRUCTION",DSGN,"TOTAL DESIGN",2385,0,06/17
HB-215,841 362,841,HBCR03B,"COMPONENT REHABILITATION 03B CONSTRUCTION",SVCS,"SPECIAL TECHNICAL INVESTI",310,0,06/17
HB-215,841 362,841,HBCR03B,"COMPONENT REHABILITATION 03B CONSTRUCTION",CONS,"GENERAL",11886,0,06/20
HB-215,841 362,841,HBCR03B,"COMPONENT REHABILITATION 03B CONSTRUCTION",CNSP,"CONSULTANT SUPERVISION OF",3045,0,06/20
HB-215,841 362,841,HBCR03B,"COMPONENT REHABILITATION 03B CONSTRUCTION",CONS,"TRACKS AND RAILS",1652,0,06/20
HB-215,841 362,841,HBCR03B,"COMPONENT REHABILITATION 03B CONSTRUCTION",DSGN,"",124,0,06/18
HB-215,841 362,841,HBCR03B,"COMPONENT REHABILITATION 03B CONSTRUCTION",SVCS,"SPECIAL TECHNICAL INVESTI",57,0,06/18
HB-215,841 362,841,HBCR149,"Structural Deck Replacement for 149th St Bridge BIN: 2247080",CONS,"",188,0,06/17
HB-215,841 362,841,HBCR149,"Structural Deck Replacement for 149th St Bridge BIN: 2247080",CONS,"",252,0,06/18
HB-215,841 362,841,HBCR149,"Structural Deck Replacement for 149th St Bridge BIN: 2247080",CONS,"TRACKS AND RAILS",159,0,06/18
HB-215,841 362,841,HBCR16,"COMPONENT REHAB OF BRIDGES CITYWIDE (8 BRIDGES)",CONS,"",11335,0,06/20
HB-215,841 362,841,HBCR16,"COMPONENT REHAB OF BRIDGES CITYWIDE (8 BRIDGES)",CNSP,"CONSULTANT SUPERVISION OF",3181,0,06/20
HB-215,841 362,841,HBCR16,"COMPONENT REHAB OF BRIDGES CITYWIDE (8 BRIDGES)",CONS,"TRACKS AND RAILS",1800,0,06/20
HB-215,841 362,841,HBCR16,"COMPONENT REHAB OF BRIDGES CITYWIDE (8 BRIDGES)",DSGN,"",1768,0,06/17
HB-215,841 362,841,HBCR16,"COMPONENT REHAB OF BRIDGES CITYWIDE (8 BRIDGES)",SVCS,"SPECIAL TECHNICAL INVESTI",324,0,06/17
HB-215,841 362,841,HBCR16,"COMPONENT REHAB OF BRIDGES CITYWIDE (8 BRIDGES)",DSGN,"",732,0,06/18
HB-215,841 362,841,HBCR16,"COMPONENT REHAB OF BRIDGES CITYWIDE (8 BRIDGES)",SVCS,"SPECIAL TECHNICAL INVESTI",91,0,06/18
HB-215,841 362,841,HBCR99B,"COMP REHAB CONST",CONS,"",52,0,08/16
HB-215,841 362,841,HBCR99B,"COMP REHAB CONST",SVCS,"SPECIAL TECHNICAL INVESTI",84,0,06/18
HB-215,841 362,841,HBCR99B,"COMP REHAB CONST",CONS,"",191,0,11/16
HB-215,841 362,841,HBCR99B,"COMP REHAB CONST",CONS,"TRACKS AND RAILS",231,0,06/18
HB-215,841 362,841,HBCR99B,"COMP REHAB CONST",CNSP,"CONSULTANT SUPERVISION OF",433,0,06/17
HB-215,841 362,841,HBCR99B,"COMP REHAB CONST",CONS,"",8,0,06/18
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",1627,0,06/18
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",500,0,06/19
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",500,0,06/20
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",500,0,06/21
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",500,0,06/22
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",500,0,06/23
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",500,0,06/24
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",500,0,06/25
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",516,0,06/26
HB-215,841 362,841,HBC10YR07,"BRIDGE 10 YEAR PLAN 2007",EQFN,"",531,0,06/27
HB-215,841 362,841,HBC10YR13,"BRIDGE 10 YEAR PLAN FY 2013",CONS,"",3423,0,06/23
HB-215,841 362,841,HBC10YR20,"BRIDGE 10 YEAR PLAN FY 2020",CONS,"",7510,0,06/18
HB-215,841 362,841,HBC10YR20,"BRIDGE 10 YEAR PLAN FY 2020",CONS,"",13245,0,06/26
HB-215,841 362,841,HBC10YR20,"BRIDGE 10 YEAR PLAN FY 2020",CONS,"",13656,0,06/27
HB-215,841 362,841,HBC10YR20,"BRIDGE 10 YEAR PLAN FY 2020",CONS,"",25659,0,06/23
HB-215,841 362,841,HBC1301,"REHAB OF DOT BRIDGES CITYWIDE",CONS,"",52110,0,06/18
