managingagency,projectid,description,citycost,noncitycost,totalcost
850,HLFLSH,FLUSHING HOSPITAL,55000,0,55000
850,PV467THEA,FTH - Flushing Town Hall Interior and Exterior Renovation,55000,0,55000
56,PO79BMAIB,EMU GARAGE STRUCTURAL SLAB REHABILITATION,55000,0,55000
850,HLDNSINAT,MT SINAI QUEENS - PET/CT SCAN,54000,0,54000
850,HLDNSTC61,St Mary's Hospital for Children-Standalone Equipment,54000,0,54000
111,RDA5RDAL,RDA LAN Upgrade,54000,0,54000
850,HRKOPPOR,Opportunities for a Better Tomorrow: Workforce Training Com,54000,0,54000
819,48201040,WOODHULL: PURCHASE OF VAN,54000,0,54000
856,ACEBPL601,BPL - EAST FLATBUSH BRANCH RENOVATION,54000,0,54000
850,LB-104KEN,KENSINGTON - Replacement Facility,54000,0,54000
125,AGHAMVEH,Hamilton Madison Transportation Vehicles,54000,0,54000
126,PV645BYAV,BYC - Brooklyn Youth Chorus AV System,54000,0,54000
126,PV790NYCL,NYCL - New York Classical Theater Lighting & Seating System,53000,0,53000
126,PV645BYLT,BYC - Brooklyn Youth Chorus Lighting System,53000,0,53000
819,26201540,CIH: PURCHASE A 4D ULTRASOUND SYSTEM FOR OBSTETRICS SERVICE,53000,0,53000
846,P-307TUNN,LINCOLN CTR N. & S. TUNNEL UPGRADES-SUBWAY ENTRANCE M232,53000,0,53000
56,SANDCD2,MOUNTED TROOP E,6000,47000,53000
111,DCPXLAN,Dept of City Planning - LAN Upgrade,53000,0,53000
819,11200912,"BELLEVUE: EMERGENCY PIPE INSTALLATION, 22ND FLOOR",53000,0,53000
846,P-4QERIVE,QUEENS EAST RIVER NORTH SHORE GREENWAY QG-907M,53000,0,53000
126,PV467EQ97,LESTM - Schnieder Saloon Equipment - 97 Orchard St.,53000,0,53000
846,P-301WMCS,WASHINGTON MARKET PARK COMFORT STATION M308-108M,52000,0,52000
850,PWMNLOWER,THE LOWER EASTSIDE GIRLS CLUB OF NY - INITIAL OUTFITTIN,52000,0,52000
850,HLDNSPECL,HOSPITAL FOR SPECIAL SURGERY - 131624135-X9408,52000,0,52000
819,27201121,CUMBERLAND: INSTALL EDUCATIONAL EQUIPMENT,52000,0,52000
801,DTFFMKT,Downtown Fulton Fish Market - Platform Rehab,52000,0,52000
42,CA015-008,CUNY CREATIVE ARTS TEAM FOR A VIDEO TELECONFERENCING TR CTR,52000,0,52000
850,SEQ200521,STORM SEWER EXT IN METROPOLITAN AVE,52000,0,52000
801,BNYCIRC,BNYDC circulation improvements,52000,0,52000
57,F175TEC59,TOILET REPLACEMENT - EC59,52000,0,52000
846,P-1CRO66C,Ferry Point Park Comfort Station - Plumbing X126-306MA,52000,0,52000
850,LBC13RGTR,RUGBY TRAILER,52000,0,52000
126,PV857-PUB,PUB - Publicolor Computer Lab,52000,0,52000
806,RMRCGREEN,"MRC - 576B E.165th Street, Bronx",52000,0,52000
126,PV341-SIV,Staten Island Historical Society Pickup Truck,51000,0,51000
801,HWXP2010,Hunts Point Signage and Streetscape Project,51000,0,51000
850,PV467TOWN,TH - TOWN HALL MANHATTAN HVAC & FIRE PROTECTION,51000,0,51000
858,PWITBXFCT,Bronx Family Criminal Court,51000,0,51000
126,PV939-SSI,MI - Maysles Institute Sound System Installation,51000,0,51000
841,TFM50316,Frederick Douglas Blvd Street Lamps,51000,0,51000
850,AGQNINDIA,INDIA HOME - MINIBUS FOR TRANSPORTATION,51000,0,51000
819,68201162,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,51000,0,51000
801,LAMARQUE3,La Marqueta (Hot Bread Kitchen),51000,0,51000
111,FISA1FMSA,"FMS - Financial Mgt System, Advantage 3.0 FY 2011",51000,0,51000
126,PV467-FUN,FUND - Cultural Enterprise Suite,50000,0,50000
125,AGAPHIVEH,Van for Seniors,50000,0,50000
801,8THSTPAVE,8th St Bluestone Pavement Replacement,50000,0,50000
846,P-3PBGHD7,"Public Greenhouse for District 7, Manhattan",50000,0,50000
850,S174-173A,QUEENS 7 GARAGE REHABILITATION,50000,0,50000
126,PV802-IFE,IFETAYO CULTURAL ARTS TECHNOLOGY EQUIPMENT,50000,0,50000
42,QC039-011,Louis Armstrong Visitor's Center,50000,0,50000
850,QED-968,SHAFT 19B IN GRAND AV - PAGE PL TO 54 ST,50000,0,50000
819,DHS-LIGHT,DEPT OF HOMELESS SVCS: INSTALL LIGHTING AT 30TH STR SHELTER,50000,0,50000
850,HL82EHRLM,EMERGENCY EXTERIOR REHAB AT E. HARLEM,50000,0,50000
846,P-5CLAYST,Clay Pit Ponds State Pk-Signage & Trail Systems,50000,0,50000
850,HL82FCADE,FACADE REHAB AT FORT GREENE HEALTH CENTER,50000,0,50000
850,SEX002257,"SEYMORE AV B/T ALLERTON AVE & ASTOR AVE, ETC",50000,0,50000
819,33200803,ELMHURST: EMERGENCY ROOM RENOVATION,50000,0,50000
850,LBCA07COR,CORTELYOU - Branch Rehabilitation,50000,0,50000
846,P-6TRE15A,FY15 - Consultant Supervision - Street Tree Planting,50000,0,50000
850,SECBMTAX1,RECON OF CATCH BASINS IN THE BRONX,50000,0,50000
111,RBP5VIDE,RDA: Overhaul of Videotaping System,50000,0,50000
806,HAM16AMUP,AMSTERDAM HOUSES NYCHA-UPGRADES,50000,0,50000
850,HLRNEDENV,EDEN II - Vehicle Purchase,50000,0,50000
846,P-3CPFSS1,Central Park - CPF - Summerstage - new speaker system,50000,0,50000
850,PV467122F,122C - 122 Community Center Facade Restoration,50000,0,50000
126,PV072-BHS,BHS: IT - Storage and Delivery of Bklyn Digitized Treasures,50000,0,50000
801,PV760NICK,SNA - St. Nicks Alliance - Renovation of 601 Metropolitan A,50000,0,50000
57,F175TOE40,TOILET REPLACEMENT - EC40,50000,0,50000
850,HH112VEFP,VETERAN SRO FIRE PANEL,50000,0,50000
850,HH112FBFS,FANNIE BARNES FIRE SAFETY,50000,0,50000
71,HH112NYCP,"Shelter at 1381 East NY Ave., 11216 - Courtyard/Park Sinkin",50000,0,50000
126,PV667-QC2,Queens Council on the Arts - Computer System,50000,0,50000
37,LNCA14MMH,AV Equipment,50000,0,50000
856,PW282125D,125 WORTH ST.- ADA DOOR ACCESS,50000,0,50000
37,LNCA14RIS,AV Equipment,50000,0,50000
126,PV813LORE,CITL - City Lore Poem Mobile,50000,0,50000
856,F175APPA,FDNY - 59 PAIDGE AVE.- STORAGE OF APPARTUS EQP,50000,0,50000
856,PWD308CB3,Community Board 3 Computer Network,50000,0,50000
826,CRO-481,Pleasantville Alum Plant Upgrade,50000,0,50000
850,HWS2008X,PRIOR NOTICE SIDEWALKS - BRONX(SIM),50000,0,50000
57,F212CMTRI,COMPUTERIZED TRIAGE,50000,0,50000
850,HRDNOPORT,OPPORTUNITIES FOR A BETTER TOMORROW - COMPUTER LAB,50000,0,50000
126,PV466-QTP,Queens Theatre in the Park IT System,50000,0,50000
126,PV667QCLS,Queens Council on the Arts - Lighting System,50000,0,50000
850,PV467-RLP,SIG - Signature Theatre - Construction of a New Theater,50000,0,50000
56,PO-Q111,111th Precinct Locker Room Upgrade,50000,0,50000
846,P-306TRPL,Tramway Plaza Irrigation,50000,0,50000
126,PV113RWAV,Reel Works Teen Filmmaking Audio Visual System (PB),50000,0,50000
816,HL82ACDAT,TECH UPGRADE FOR ANIMAL CARE SHELTERS,50000,0,50000
56,PO-Q109,109th Precinct Locker Room Upgrade,50000,0,50000
126,PV362-SAW,St. Ann's Warehouse Automated Lighting,50000,0,50000
850,HH115CSRR,78 CATHERINE STREET - ROOF REPLACEMENT,50000,0,50000
856,PWR077MUR,18 RICHMOND TERRACE- STATEN ISLAND COURTHOUSE MURALS,50000,0,50000
850,SER200185,STORM SEWERS IN WILLOW AVE - BAY ST AND EDGEWATER ST,50000,0,50000
846,P-218MPVT,Marine Park- Veterans Memorial (B057-),50000,0,50000
850,SER002278,CATCH BASIN PROJECT #3 AT VARIOUS LOC STATEN ISLAND,50000,0,50000
125,AGPRESVEH,Presbyterian City Island purchase of a handicapped mini bus,50000,0,50000
841,HWD10217,SAFETY IMPROVEMENTS,50000,0,50000
42,HS047-013,Savoy Building Roof Replacement,50000,0,50000
841,GRANSTID2,FA- Grand St BID Phase II,50000,0,50000
850,SE-GUN-10,"GUNITING OF SEWERS, CITYWIDE",50000,0,50000
850,SECBRPQ06,Rebuild existing catch basins in Queens,50000,0,50000
42,HC029-013,Purchase of Smart and ENO Boards,50000,0,50000
801,PWDSIBPCT,Van for the Staten Island Borough President's Clean Team --,50000,0,50000
801,NEWKIRK,FA - Newkirk Plaza Reconstruction,50000,0,50000
126,PV467-GFS,GFS - GHETTO FILM SCHOOL DIGITAL SYSTEMS FOR CINEMA HS,50000,0,50000
126,PV127-DPV,DXPL Dixon Place Video System,50000,0,50000
846,P-303ASGL,Alfred E Smith Rec Center - Upgrade Gym Lighting,50000,0,50000
846,P-300ALAR,Asser Levy Rec Ctr ADA Ramp,50000,0,50000
850,HWQ631B-4,ALMEDA AV - PHASE IV,50000,0,50000
56,PO79BMAHM,101ST PCT HANDICAP RAMP,50000,0,50000
856,ENERG061,"Queens Borough Hall, 120-55 Queens Blvd - Lighting Upgrade",0,50000,50000
806,HAM15SJBC,SOUTH JAMAICA HOUSES BASKETBALL COURT UPGRADES,50000,0,50000
57,FD175E249,ROOF REPLACEMENT,50000,0,50000
850,P-3TAVERN,TAVERN ON THE GREEN,50000,0,50000
819,26201051,CONEY: PURCHASE OF NEW EEG MONITORING UNIT,50000,0,50000
850,HWRC054,HYLAN BLVD AT 5 INTERSECTIONS,50000,0,50000
846,P-414BDW2,Rockaway Boardwalk Upgrades,50000,0,50000
806,HAM07PPCR,PELHAM PARKWAY HOUSES - COMMUNITY ROOM UPGRADE,50000,0,50000
71,HH115BFFA,BUSHWICK FAMILY FIRE SAFETY,50000,0,50000
846,P-6GRST03,Greenstreets Construction Supervision,50000,0,50000
850,PWKNSCHOL,PER SCHOLAS- EQUIPMENT FOR TWO TRAINING LABS.,50000,0,50000
126,PV250ITEQ,LMCC - Lower Manhattan Cultural Council IT and Media Equipm,50000,0,50000
841,ACEDOT401,"REPLACEMENT OF HPS STREET LIGHTS WITH LED,BROOKLYN",50000,0,50000
57,F1-HOUS97,HOUSINGS - FY97,50000,0,50000
801,WATERSIDE,WATERSIDE PIER & STUYVESANT COVE AMENITIES,50000,0,50000
850,PV205-CHD,NYBG - NY Botanical Garden Childrens Entr/Master Utilities,50000,0,50000
806,RHUGHES,"1980-1984 HUGHES AVE., BRONX, NY",50000,0,50000
846,P-415FMME,FMCP - PURCHASE FIELD MAINTENANCE EQUIP Q099,0,50000,50000
68,CCRENOV,Child Care Center Renovations,50000,0,50000
71,HH112VEEV,VETERAN SRO ELEVATOR,50000,0,50000
846,P-409SOB2,SOBELSOHN C/S,50000,0,50000
841,HWR61A,"LAND ACQUISITION, CITYWIDE",50000,0,50000
826,PS-158,NEPTUNE AVE PUMP STATION,50000,0,50000
125,AGDAMICO,AMICO Senior Center Computer Upgrade,50000,0,50000
850,CCN3GSS,Grand Street Settlement Computer Room,50000,0,50000
856,E10-00004,"DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard",50000,0,50000
850,PV501-KIO,PS 1 - Visitors Center/Kiosk,50000,0,50000
126,PV717EYE4,Eyebeam Atelier: Equipment Upgrade - Eyebeam Laser cutter,49000,0,49000
846,P-4BWIDEH,QUEENS - COUNCIL & BP MULTI SITE QG-711M,49000,0,49000
846,P-204D17J,MARIA HERNANDEZ PARK DOG RUN (B016-110M),49000,0,49000
850,HLDNPCARE,ODA PRIMARY HEALTH CARE NETWORK - PEDIATRIC EQUIPMENT,49000,0,49000
111,DOB3ELPIT,DOB: Enterprise Licensing & Permitting (ELP) ITCS(Phase 1),49000,0,49000
111,PO-D185GA,Gator Patrol Vehicle in Cortland Park for the 50th Pct.,49000,0,49000
801,SEPHACC,FA - Sephardic Community Center,49000,0,49000
856,E08-00006,"NYPD - 08-147: Old 41st Precinct, 1086 Simpson Street",49000,0,49000
850,SEQ200462,"STORM SEWER EXTENSIONS IN VARIOUS ST. IN JAMAICA, QUEENS",49000,0,49000
42,CA201MC03,Facilities Preservation - Local Law 11,49000,0,49000
846,P-4OLMST1,OLMSTED CTR - CONSTRUCTION OF ANNEX Q099-110/410/510 OMBP,49000,0,49000
56,PO79BMAJC,FACADE REPLACEMENT AND REPAIR 114TH PCT,49000,0,49000
850,PV704HSA1,HISP - Hispanic Society Exterior Renovation (Roof & Faca,49000,0,49000
42,LM021-012,Teaching and Learning Commons,49000,0,49000
846,P-2PNYMC1,PlaNYC - McCarren Pool & Bathhouse - design B058-114M,49000,0,49000
850,RWX021,RETAINING WALL - CANNON PL WS BEFORE W 238 ST,49000,0,49000
111,PO187PALT,HANDICAP LIFT FOR PA,49000,0,49000
819,26200845,CONEY ISLAND: PURCHASE NEUROSURGICAL EQUIPMENT,48000,0,48000
801,EWVIDCO3,FA - EWVIDCO Acquisition,48000,0,48000
850,LNEM13EDW,EDENWALD: Fire Safety,48000,0,48000
850,LBB12RGRF,RUGBY ROOF REPLACEMENT,48000,0,48000
801,PIERS1314,Piers 13 & 14,48000,0,48000
806,RHEATOIL,HEATING OIL CONSERVATION PROGRAM,48000,0,48000
819,34201140,QHC: PURCHASE A 32-SLICE CT SCAN,48000,0,48000
801,PWC77HES2,Hebrew Educational Society,48000,0,48000
850,HRKNADATH,Agudath Israel of American Community Svcs - Equip. Purchsse,48000,0,48000
39,LQHBW/D,HOWARD BEACH WINDOWS/DOORS,48000,0,48000
37,LNCA10FWT,FORT WASHINGTON / INWOOD- Technology,48000,0,48000
850,HLKNKJM1,KINGSBROOK JEWISH MEDICAL CENTER: PURCHASE OF ULTRASOUND,48000,0,48000
42,NY012-012,BROOKLYN WATERFRONT RESEARCH CENTER EQUIPMENT,48000,0,48000
846,P-201COOP,COOPER PARK PLAYGROUND PHASE II B025-112M,48000,0,48000
858,DOIT2NYCW,DoITT NYCWiN IT Services,48000,0,48000
57,ACEFDN507,ECM for FDNY EMS39,47000,0,47000
850,HHDNWOMAN,"Women In Need, Inc. - I/O",47000,0,47000
850,HLQNMARYS,ST MARYS HEALTH CARE SYSTEM FOR CHILDREN - SHUTTLE V,47000,0,47000
850,LNCBELMLT,BELMONT - Replace Lighting (Interior/Exterior) and Skylight,47000,0,47000
858,DOIT4NETH,DoITT LAND MOBILE RADIO SYSTEMS UPGRADE,47000,0,47000
111,PO187PROJ,PROJECTORS FOR COMMAND & CONTROL CENTER- WTC,47000,0,47000
819,22200601,ENY: CAPITAL IMPROVEMENTS,47000,0,47000
126,PV476COMP,ISCP - Intl Studio and Curatorial Prgm Computer System Purc,47000,0,47000
850,HL82SMAR2,ST. MARY'S HOSPITAL FOR CHILDREN--,47000,0,47000
841,TFSURVCAM,"TRAFFIC SURVEILLANCE CAMERAS-EVACUATION ROUTES,MANHATTAN",47000,0,47000
850,HRDN17VAN,"QSAC, Inc. - Wheelchair Accessible Van",46000,0,46000
850,HRDN11WAV,"QSAC, Inc. - Wheelchair Accessible Van",46000,0,46000
111,PO187LBTS,Trailer Mounted Outdoor Resistive Load Bank Power Testing,46000,0,46000
827,S222-420F,Sanitation Department Windows XP Migration,46000,0,46000
35,LRMA11NEQ,LPA - Network Data Equipment,46000,0,46000
850,PWDNABUSE,NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS - S.A.N.,46000,0,46000
850,PVDOWNALP,DOWN - Downtown Art / Alpha Omega Building Renovation,46000,0,46000
801,HL82MORR,Morris Heights Health Center,46000,0,46000
850,HWS2010R,PRIOR NOTICE SIDEWALKS - STATEN ISLAND (SIM),46000,0,46000
858,DOIT8COIB,DoITT COIB Electronic Financial Disclosures Sys,46000,0,46000
850,LBM08RGHC,RUGBY - Boiler Replacement,45000,0,45000
846,P-102CEME,"Bronx River - Concrete Plant Park - XG-31700-201M, 205M",45000,0,45000
846,P-2GATEW4,Gateway Estat - Electrical -Plgd & comft station B541-2,45000,0,45000
850,HL82FGHVC,FORT GREENE CLINIC - HVAC AND VENTILLATION RENOVATIONS,45000,0,45000
126,PV767-VAN,RTF - Rooftop Films Vehicle/Cargo Van Purchase,45000,0,45000
850,PV467MCA1,MCA - Museum of Chinese in Americas New Bldg,45000,0,45000
858,DOIT1CECM,DoITT Citywide Event Coordination and Management System,45000,0,45000
846,P-307BMDR,Bull Moose Dog Run Anaerobic Dog Waste Digester,45000,0,45000
846,P-202C974,"FORT GREENE PK PRISONSH MARTYRS MONU&BR EAGL B32-103MA,203MA",45000,0,45000
826,OB-125-L,RECONSTRUCTION OF SUBSTATION AT THE OAKWOOD BEACH WPCP,45000,0,45000
846,P-303TSDR,Tompkins Sq. Dog Run - Anaerobic Dog Waste Digester,45000,0,45000
850,SEC20004M,CITYWIDE RECONSTRUCTION,45000,0,45000
850,PWDNRIDGE,Ridgewood Bushwick Senior Citizens Council- Vehicle Purchas,45000,0,45000
856,PW77GLDSA,100 GOLD ST. - SAFE ACCESS/CATWALK,45000,0,45000
846,P-106BXAL,Bronx River Alliance - signage,45000,0,45000
56,PO79BMAAP,POLICE LAB AUDITORIUM,45000,0,45000
126,PV910-MID,MDF - Midori Foundation - IT System,45000,0,45000
126,PV187SI3,Studio in a School Association - Server Upgrade,45000,0,45000
850,LNCA09TRE,TREMONT - Fire Alarm System and Smoke Detectors,45000,0,45000
846,P-310HCOM,HANSBOROUGH REC CTR COMPUTER PURCHASE M131,45000,0,45000
846,P-503TLCH,Conference House Tot Lot (Lenape plgr) RG-212M WO5,45000,0,45000
846,P-4CNVCLE,CUNNINGHAM PARK VEHICLE PURCHASE,45000,0,45000
850,PV467-KIO,RIHS - Roosevelt Isl. Hist. Soc. TrolleyKiosk Initial Outfi,45000,0,45000
850,PV467-PLA,PH - Playwrights Horizons New Building Completion,45000,0,45000
850,PV467BSRC,"BSRC - Bed Stuy, Youth Arts Academy, Restrooms Reconstr.",45000,0,45000
856,ENRGPO001,NYPD: Forensic Investigation Lab - HVAC Upgrade,45000,0,45000
816,HLPCI1,PRIMARY CARE INTITIATIVE,44000,0,44000
850,PV467-NM2,NM - New Museum - Construction of contemporary art museum,44000,0,44000
846,P-109DRUN,Soundview Park Dog Run X118-114M,44000,0,44000
806,CARROLL,Carroll Gardens Association,44000,0,44000
42,BX056-099,Convert Two Rooms Into Computer Classrooms,44000,0,44000
806,FARMBLVD1,Farmer's Boulevard Community Development Corp.,44000,0,44000
850,HLKNBATC,BRIDGING ACCESS TO CARE: BAC HEALTHY COOKING PROJECT,44000,0,44000
42,ST013-008,LIGHTING FOR SOFTBALL FIELD,44000,0,44000
826,C538C,SHAFTS 24B-30B COMPLETION,44000,0,44000
850,MED-621,Water main replacement in West 175th Street between Broadway,44000,0,44000
850,LNCA07WCH,WESTCHESTER SQUARE - HVAC Replacement,44000,0,44000
850,PWKNPAULJ,PAUL J. COOPER CTR FOR HUMAN SVCS-ELECTRONIC PAPERLESS SYS.,44000,0,44000
850,HBPED200R,"PED BRIDGES - WEST 8 ST (K), BETHEL AV (R) AND TRACY AV (R",44000,0,44000
850,HLKNSTART,START TREAMENT & RECOVERY CENTERS - TECHNOLOGY UPGRADES,44000,0,44000
850,HLDNCATHL,CATHOLIC MANAGED LONG TERM CARE,43000,0,43000
850,SE-789B-1,SAN & STR SEWERS IN B 63 ST - BAYFIELD AV & ROCKAWAY FWAY,43000,0,43000
111,PO187PR12,AUTOMATED SHRINK WRAP SYSTEM,43000,0,43000
850,LNXA11SNV,SOUNDVIEW - New Roof,43000,0,43000
850,HLKNFAMIL,"THE FAMILY CENTER, INC.: INITIAL OUTFITTING",43000,0,43000
111,CCHR1DMS,CCHR Data Management System,43000,0,43000
126,PV235HOLD,BMA - Brooklyn Museum - HOLD,43000,0,43000
826,CRO-391,"CRANE & HOIST REPLACEMENT, EOH DISTRICT",43000,0,43000
42,LM013-005,Education Library Expansion,43000,0,43000
57,F204FORT3,FORT TOTTEN RENOVATIONS,43000,0,43000
846,P-407LBC2,LITTLE BAY PARK C/S & PARKING LOT ELECTRICAL Q010-212M,43000,0,43000
42,CL012-007,Omni-media Technology System,43000,0,43000
846,P-4PL15A3,Oakridge Drive Turn/Forest Park Drive R/C QG-715M $,43000,0,43000
850,PV341-CAR,SIHS - Historic Richmondtown Carriage Barn,43000,0,43000
846,P-307WSCG,WEST SIDE COMMUNITY GARDEN,43000,0,43000
39,LQ122-TRK,VEHICLES,43000,0,43000
111,DOIT5TLC3,DoITT TLC LARS Improvement Fund Enhancements,43000,0,43000
846,P-2PLG13A,RECON. FENCING & GEN. SITEWORK-RAPPAPORT HOCKEY RINK-BG311M,43000,0,43000
827,S136-264O,North Moore St Roof Replacement,43000,0,43000
111,DOIT6CORT,DoITT: Bronx DA Courthouse Communications,43000,0,43000
850,PVLAMANEX,FAB - LA MAMA - Annex Theater Grid,43000,0,43000
801,GOVISKYAK,GOVERNORS ISLAND KAYAK DOCK,42000,0,42000
846,P-2PLG15G,NAUTILIS- RC Handball & Baskeball cts BG613M,42000,0,42000
846,P-2PLG15H,SPERANDEO PARK- RC the Courts B163-115M,42000,0,42000
850,HWP2009K,CITYWIDE PED RAMPS - BROOKLYN(SIM),42000,0,42000
42,LG009-003,Replace CCTV Security System,42000,0,42000
801,CSGRIDGE,GREATER RIDGEWOOD YOUTH COUNCIL - SITE ACQUISITION,42000,0,42000
846,P-4PLG13K,Dunningham Triangle/Playground 90 (P.S. 148Q) RC QG-1713MA,42000,0,42000
841,TFM503-09,COOPER SQUARE(61 EAST 4TH STREET)STREETSCAPE-LIGHTING,42000,0,42000
850,EDMNGROWN,GROWNYC GREENMARKET CO VAN PURCHASE,42000,0,42000
801,SIRRAKLB,Arthur Kill Lift Bridge Cofferdam Rehabilitation,42000,0,42000
801,NWBURGFL,North Williamsburg Ferry Landing,42000,0,42000
858,DOIT7WEBT,DoITT Webtrends,42000,0,42000
850,SANDHW32,Reconstruction of Promenade Ave - Hurricane Sandy,42000,0,42000
856,PW193SA,"1 CENTRE ST. - SAFE ACCESS, REPLACEMENT OF CATWALKS",42000,0,42000
850,PV381SRA5,Seventh Regiment - MEP Plant and South Core,41000,0,41000
72,C75AMKCMD,AMKC CLINIC RECONSTRUCTION,41000,0,41000
850,HRMNQSACC,"QSAC, INC - 15 PSSENGER VAN",41000,0,41000
68,CSFORVEH,"Forestdale, INC: Vehicle Purchase",41000,0,41000
801,HL82MORRH,FA - Morris Heights Health Facility,41000,0,41000
850,HRDNQSACT,"QSAC, INC - PASSENGER VANS",41000,0,41000
856,BKBUREAU3,Brooklyn Bureau of Community Service: Purchase of Passenger,41000,0,41000
850,HLKNKINGS,KINGSBROOK JEWISH MEDICAL CENTER: VEHICLE PURCHASE,41000,0,41000
42,QB032-008,Security System Enhancements and ADA Compliance,41000,0,41000
57,F175TL116,TOILET - L116,41000,0,41000
68,NYRR,New York Road Runners - Vehicle,41000,0,41000
850,S136-419M,BBM Offices Expansion at CRS,41000,0,41000
850,PV101WIN3,MJH - Museum of Jewish Heritage PH 3 Morganthau Constructio,41000,0,41000
111,PO-D185N,71ST PRECINCT PHONE SYSTEM - PHONE WIRING INFRASTRUCTURE,41000,0,41000
850,PV034ROSE,"AMNH - Rose Center, Exterior Envelope Reconstr.",40000,0,40000
826,BB-205-L,RECONS. CBS/PBS SYSTEM AT BOWERY BAY WPCP (TOC JOB),40000,0,40000
841,HBX1029,145TH STREET BRIDGE/ HARLEM RIVER 2-240089,40000,0,40000
846,P-300WATE,MANHATTAN - COMMUNITY GARDEN WATERING SYSTEMS,40000,0,40000
801,KIPDOME2,Kips Bay Boys & Girls Club -- Rebuild air-supported dome,40000,0,40000
42,CA049-016,CUNY in the Heights - Technology Upgrades at Hostos CC,40000,0,40000
819,13201240,HARLEM: UPGRADE DENTAL EQUIPMENT,40000,0,40000
850,HWM1683,RECONSTRUCTION OF WEST 33RD STREET-HUDSON YARD VICINITY,0,40000,40000
801,PV467WHIT,FA - Whitney Museum Renovation and Expansion,40000,0,40000
850,PWDUWSOEM,UWS OEM CERT Vehicle for -- PB - Purchase vehicle for CERT,40000,0,40000
850,QED-1009,Water main works in various locations in Jewel Ave. area.,40000,0,40000
42,CC012-008,"RESTORATION OF LIBRARY AND BLDG, RANGEL CTR FOR PUBLIC",40000,0,40000
846,P-6PNYR05,PlaNYC - FY09 Reforestation Procurement (CNYG-1609M),40000,0,40000
42,HS035-008,LINCOLN ACADEMY - LOCAL AREA NETWORKED COMPUTER EQUIPMENT,40000,0,40000
850,PV419-CAR,Cooper Hewitt - Carnegie Mansion Renovation Phase 2a,40000,0,40000
850,PWKNOHELO,OHEL CHILDREN' S HOME AND FAMILY SERVICES - NITIAL OUTFITTI,40000,0,40000
126,PV686-ANT,Anthology Film Archives - Projection & Sound Systems,40000,0,40000
71,HH112WLOW,NEW WILLOW AVE FACILITY,40000,0,40000
42,CC009-007,Upgrade North Academic Center Classrooms,40000,0,40000
850,HRMNBOYSH,"BOYS & GIRLS HARBOR, INC - 15 PSSENGER VAN",40000,0,40000
850,LESBIDMAI,Lower East Side BID Maintenance Truck,40000,0,40000
846,P-206D017,GOWANUS CANAL MEMORIAL PLAZA,40000,0,40000
126,PV256MTC4,MTC - Lighting System,40000,0,40000
841,TFKVANDMD,VANDERBILT AVE MERCHANTS DISTRICT/PHNDC: ELEGANT STREET L,40000,0,40000
850,PV467KAUF,EKC - Elaine Kaufman Center Renovation,40000,0,40000
850,MED-620,Water main replacement in Clarkson St. between West and Gree,40000,0,40000
850,PV477-TNT,SICM - Staten Island Children's Museum Expand West Ter,40000,0,40000
850,PWMNURISV,Urban Resource Institute: DV Shelter Vans,40000,0,40000
126,PV476ISCP,ISCP - International Studio & Curatorial - Audio System,40000,0,40000
801,BATLOTW,BAT West Parking Lot Lighting,40000,0,40000
111,COMP8INQM,Comptroller - Communication and Contact Management system,40000,0,40000
850,HWM1159,REHABILITATION OF PECK SLIP,15000,25000,40000
850,HRMNALTER,CTR. FOR ALTERNATIVE SENTENCING & EMPLOYMENT SVCS- I.O.,40000,0,40000
801,PVBRSTRN2,BAM -STRAND THEATER - BRIC Tenant Fit Out - Equpiment,40000,0,40000
850,EDDNLOWAR,Lower East Side District Management Assoc.- Vehicle Purchas,40000,0,40000
111,MBP2COMP,Manhattan Borough President - Computer Equipment Upgrade,40000,0,40000
850,PV022-SCT,"MMA: Met Museum, Southside Cooling Tower/Chiller/Morgan Win",40000,0,40000
850,PWDKBGC45,KIPS BAY BOYS AND GIRLS CLUB - VANS,40000,0,40000
850,HLDNTECHN,THE BROOKLYN HOSPITAL CENTER - TECH INITIATIVE,40000,0,40000
850,PV205LIB1,NYBG - Library HVAC Upgrades Phase 1,40000,0,40000
856,HR25WILC,HRA BUSINESS LINK PROGRAM MOVE FROM 330 W. 34TH ST.,40000,0,40000
846,P-3NYPARK,NY RESTORATION PROJ (SHERMAN CREEK BOATHOUSE) M300-106MA,40000,0,40000
850,HLREDNEW1,EDEN II - Purchase of Passenger Van,40000,0,40000
57,F1-MAN95,MANHOLE FRAMES/COVERS FY95,40000,0,40000
111,PO187NICE,NICE HARDWARE AND SOFTWARE SYSTEM,39000,0,39000
42,GR021-016,IT Network Upgrades,39000,0,39000
801,PVN421-IO,CMA - Initial Outfitting at new Hudson Square location,39000,0,39000
806,HAM16MBSC,MARBLE HILL HOUSES CAMERAS,39000,0,39000
801,PV475-REN,FA - New York State Theater renovation and reconstruction,39000,0,39000
858,DOIT1ENTC,DOITT Enterprise Correspondence System,39000,0,39000
42,LM019-011,Concert Hall Lighting Upgrade / Acoustics Upgrade,39000,0,39000
856,PW77DOI,S Dept of Investigation Security Upgrades,39000,0,39000
850,SER200100,STORM SEWER EXT IN AMSTERDAM AVE,39000,0,39000
