budgetline,fmsnumber,managingagency,projectid,description,commitmentcode,commitmentdescription,citycost,noncitycost,plancommdate
PV-467,126 228,850,PVCIHVAC,"CIUSA - CONEY ISLAND USA - HVAC and Roof Work",SVCS,"",5000,0,12/16
PV-467,126 228,850,PVLAMANEX,"FAB - LA MAMA - Annex Theater Grid",CONS,"",43000,0,06/17
PV-467,126 228,850,PVQ001LAH,"LAH - Louis Armstrong House, Garden Wall Reconstruction",CONS,"",35000,0,06/18
PV-467,126 228,850,PV002CULT,"Culture Shed, Construction",IFSP,"",500000,0,06/17
PV-467,126 228,850,PV022-CHL,"MMA - Met Museum - Chiller Relocation & Replacement",IFSP,"",34000,0,06/17
PV-467,126 228,850,PV034-MOD,"AMNH - Facility Modernization Program",IFSP,"",200000,0,06/17
PV-467,126 228,850,PV034ROSE,"AMNH - Rose Center, Exterior Envelope Reconstr.",IFSP,"",40000,0,06/17
PV-467,126 228,850,PV176-W3,"WCS - Bronx Zoo IMPROVEMENTS",IFDS,"",20000,0,06/17
PV-467,126 228,850,PV176-W3,"WCS - Bronx Zoo IMPROVEMENTS",IFDS,"",40000,0,06/17
PV-467,126 228,850,PV176-W3,"WCS - Bronx Zoo IMPROVEMENTS",IFDS,"",20000,0,06/17
PV-467,126 228,850,PV234CSV1,"CSV - Clemente Soto Velez - Interior Code Compliance",CONS,"",20000,0,06/17
PV-467,126 228,850,PV234CSV1,"CSV - Clemente Soto Velez - Interior Code Compliance",CONS,"",38000,0,06/17
PV-467,126 228,850,PV235-SOF,"BMA - Brooklyn Museum - Emergency Reconstruction of Soffit",IFSP,"",4000,0,06/17
PV-467,126 228,850,PV241MOD3,"MCNY - Modernization and Preservation, Phase 3",CONS,"",1000,0,06/17
PV-467,126 228,850,PV256-FRI,"MTC - Renovation of Friedman Theater",CONS,"",5000,0,06/17
PV-467,126 228,850,PV262-AUD,"Brooklyn Children's Museum Auditorium",IFSP,"",160000,0,06/17
PV-467,126 228,850,PV262-AUD,"Brooklyn Children's Museum Auditorium",IFDS,"",28000,0,06/17
PV-467,126 228,850,PV262-RT,"BCM - BROOKLYN CHILDREN'S MUSEUM - Roof Top Theater Canopy",CONS,"",1000,0,05/17
PV-467,126 228,850,PV289-MP,"NYSF - Public Theater/NY Shakespeare Festival Masterplan",IFSP,"",50000,0,06/17
PV-467,126 228,850,PV289-MP,"NYSF - Public Theater/NY Shakespeare Festival Masterplan",IFSP,"",41000,0,06/17
PV-467,126 228,850,PV341-CAR,"SIHS - Historic Richmondtown Carriage Barn",CONS,"",8000,0,05/17
PV-467,126 228,850,PV362STAN,"St. Ann's Warehouse -- Renovation of New Space",CONS,"",1000,0,06/17
PV-467,126 228,850,PV467-ANY,"ART/NY - ALLIANCE OF RESIDENT THEATERS RENOVATIONS",CONS,"",4000,0,06/17
PV-467,126 228,850,PV467-AR2,"JM - Jewish Museum - Exhibit Expansion Phase II",IFSP,"",18000,0,06/17
PV-467,126 228,850,PV467-BCW,"BCP - BROOKLYN CENTER FOR PERFORMING ARTS RIGGING SYSTEM",IFSP,"",26000,0,06/17
PV-467,126 228,850,PV467-BCW,"BCP - BROOKLYN CENTER FOR PERFORMING ARTS RIGGING SYSTEM",CONS,"",7000,0,06/20
PV-467,126 228,850,PV467-BCW,"BCP - BROOKLYN CENTER FOR PERFORMING ARTS RIGGING SYSTEM",CONS,"",13000,0,05/17
PV-467,126 228,850,PV467-CJH,"CJH - Center for Jewish History - New Facility",IFSP,"",38000,0,06/17
PV-467,126 228,850,PV467-CJH,"CJH - Center for Jewish History - New Facility",IFSP,"",30000,0,06/17
PV-467,126 228,850,PV467-CRG,"CLG - MANHATTAN CLASS COMPANY - Initial Outfitting",CONS,"",235000,0,06/17
PV-467,126 228,850,PV467-CRG,"CLG - MANHATTAN CLASS COMPANY - Initial Outfitting",CONS,"",15000,0,06/17
PV-467,126 228,850,PV467-CSV,"CSV - Clemente Soto Velez - Rehabilitation/Water Damage",CONS,"",1000,0,04/17
PV-467,126 228,850,PV467-CTY,"ELM - El Museo del Barrio - Courtyard/Master Plan",IFDS,"",52000,0,06/17
PV-467,126 228,850,PV467-CTY,"ELM - El Museo del Barrio - Courtyard/Master Plan",CONS,"",53000,0,06/18
PV-467,126 228,850,PV467-CTY,"ELM - El Museo del Barrio - Courtyard/Master Plan",CONS,"",2000,0,06/18
PV-467,126 228,850,PV467-CTY,"ELM - El Museo del Barrio - Courtyard/Master Plan",CONS,"",9000,0,06/18
PV-467,126 228,850,PV467-HTC,"HTC - HT Dance Co/Chen Dance Ctr - 2nd Floor Renovation",IFDS,"",5000,0,06/17
PV-467,126 228,850,PV467-HTC,"HTC - HT Dance Co/Chen Dance Ctr - 2nd Floor Renovation",IFSP,"",19000,0,06/17
PV-467,126 228,850,PV467-HTC,"HTC - HT Dance Co/Chen Dance Ctr - 2nd Floor Renovation",CONS,"",7000,0,06/20
PV-467,126 228,850,PV467-IS2,"INTREPID SEA AIR SPACE MUSEUM - VISITOR SERVICES",IFDS,"",30000,0,06/17
PV-467,126 228,850,PV467-KIO,"RIHS - Roosevelt Isl. Hist. Soc. TrolleyKiosk Initial Outfi",DSGN,"",3000,0,06/18
PV-467,126 228,850,PV467-RAE,"PRTT - Puerto Rican Traveling Theater Renovation/Eqpt.",IFSP,"",20000,0,06/17
PV-467,126 228,850,PV467-RAE,"PRTT - Puerto Rican Traveling Theater Renovation/Eqpt.",IFDS,"",4000,0,06/17
PV-467,126 228,850,PV467-ROD,"FAB - Rod Rodgers/Duo Theater - 62 E 4th St Improvements",DSGN,"",4000,0,06/17
PV-467,126 228,850,PV467-WPT,"Women's Project Theatre HVAC & Renovation",IFDS,"",25000,0,06/17
PV-467,126 228,850,PV467-WPT,"Women's Project Theatre HVAC & Renovation",IFSP,"",149000,0,06/17
PV-467,126 228,850,PV467-X2,"ADH - AARON DAVIS HALL - 135TH ST GATEHOUSE lighting sign",CONS,"",195000,0,06/17
PV-467,126 228,850,PV467-X2,"ADH - AARON DAVIS HALL - 135TH ST GATEHOUSE lighting sign",CONS,"",96000,0,06/17
PV-467,126 228,850,PV467-X2,"ADH - AARON DAVIS HALL - 135TH ST GATEHOUSE lighting sign",CONS,"",5000,0,06/17
PV-467,126 228,850,PV467-X2,"ADH - AARON DAVIS HALL - 135TH ST GATEHOUSE lighting sign",CONS,"",2000,0,06/17
PV-467,126 228,850,PV467-X2,"ADH - AARON DAVIS HALL - 135TH ST GATEHOUSE lighting sign",CONS,"",68000,0,06/17
PV-467,126 228,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",IFSP,"",450000,0,06/17
PV-467,126 228,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",CONS,"",60000,0,06/17
PV-467,126 228,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",CONS,"",180000,0,06/17
PV-467,126 228,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",CONS,"",100000,0,06/17
PV-467,126 228,850,PV467BRAC,"BRAC - Bronx River Art Center Reconstruction",IFDS,"",4000,0,06/17
PV-467,126 228,850,PV467CT6W,"FAB - Creative Time Buildout of Condo 6W @ 59-61 E. 4th",CONS,"",1000,0,06/18
PV-467,126 228,850,PV467IRT1,"IRT - Irish Repertory Theatre - Phase 1 Renovations",CONS,"",155000,0,06/17
PV-467,126 228,850,PV467JCM5,"JCM - Jewish Children's Museum Phase 5 4th Floor Exhibitory",IFSP,"",500000,0,06/17
PV-467,126 228,850,PV467NYTW,"FAB - NY Theatre Workshop - 72 East Fourth St. Set Sho",CONS,"",7000,0,06/17
PV-467,126 228,850,PV467NYTW,"FAB - NY Theatre Workshop - 72 East Fourth St. Set Sho",CONS,"",2000,0,06/17
PV-467,126 228,850,PV467NYTW,"FAB - NY Theatre Workshop - 72 East Fourth St. Set Sho",CONS,"",1000,0,06/17
PV-467,126 228,850,PV467PAFC,"PUBLIC ART FUND - Columbus Circle Restoration",CONS,"",1000,0,06/18
PV-467,126 228,850,PV467POL2,"POLICE MUSEUM - ELEVATOR RENOVATION",CONS,"",33000,0,06/17
PV-467,126 228,850,PV467RENO,"Police Museum New HVAC System",CONS,"",24000,0,06/17
PV-467,126 228,850,PV467SOUT,"SSS - South Street Seaport Museum Interior Construction",IFSP,"",219000,0,06/17
PV-467,126 228,850,PV467SRA1,"SRAC - Seventh Regiment Armory Conservancy Heating Plant",IFSP,"",49000,0,06/17
PV-467,126 228,850,PV467SRA1,"SRAC - Seventh Regiment Armory Conservancy Heating Plant",IFSP,"",15000,0,06/17
PV-467,126 228,850,PV467SRA2,"SRAC - Seventh Regiment Armory Conservancy - Heating Upgrad",IFSP,"",10000,0,06/17
PV-467,126 228,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",IFSP,"",31000,0,06/17
PV-467,126 228,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",CONS,"",500000,0,06/17
PV-467,126 228,850,PV490-E,"SHCC - Building E Exterior Reconstruction & Restoration",DSGN,"",2000,0,05/17
PV-467,126 228,850,PV490-FH,"SHCC - BuildingsF & H Infrastructure & Interior Upg",CONS,"",84000,0,06/17
PV-467,126 228,850,PV501-EMR,"PS 1 - Exterior Reconstruction",IFSP,"",14000,0,06/17
PV-467,126 228,850,PV655QCFM,"QCFM - Queen's County Farm Museum Greenhouse Restoration",IFSP,"",62000,0,06/17
PV-467,126 228,850,P1YANK15A,"Kids' Powerhouse Discovery Center - Bronx Children's",CONS,"",25000,0,06/17
PV-467,126 228,850,P1YANK15A,"Kids' Powerhouse Discovery Center - Bronx Children's",CONS,"",300000,0,06/17
PV-467,126 228,850,P1YANK15A,"Kids' Powerhouse Discovery Center - Bronx Children's",CONS,"",0,2000000,06/17
PV-467,126 228,850,P1YANK15A,"Kids' Powerhouse Discovery Center - Bronx Children's",CONS,"",250000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",CONS,"",235000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",IFSP,"",106000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",CONS,"",560000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",CONS,"",44000,0,06/18
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",CONS,"",356000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",IFDS,"",6000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",IFSP,"",38000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",CONS,"",134000,0,06/18
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",IFSP,"",16000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",IFDS,"",2000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",DSGN,"",56000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",IFDS,"",24000,0,06/17
PV-471,126 237,850,PV471-SWA,"Bronx Museum of the Arts - South Wing Atrium Fenestration",CONS,"",500000,0,06/17
PV-475,126 242,126,PV475-ENE,"NYST - David H. Koch Theater Upgrades",CONS,"",1250000,0,06/17
PV-475,126 242,801,PV475CONC,"NYST - Concourse Level Renovation",CONS,"",1000000,0,06/17
PV-475,126 242,801,PV475CONC,"NYST - Concourse Level Renovation",CONS,"",200000,0,06/17
PV-475,126 242,850,PV475-INF,"NYST - NY State Theater - Facade Renovation",IFSP,"",12000,0,06/17
PV-477,126 246,126,PV477TEMP,"SICM -Staten Island Children's Museum Temp Control System",CONS,"",223000,0,06/17
PV-477,126 246,126,PV477TEMP,"SICM -Staten Island Children's Museum Temp Control System",DSGN,"",27000,0,06/17
PV-477,126 246,126,PV477TEMP,"SICM -Staten Island Children's Museum Temp Control System",IFSP,"",27000,0,06/17
PV-477,126 246,126,PV477TEMP,"SICM -Staten Island Children's Museum Temp Control System",IFDS,"",4000,0,06/17
PV-477,126 246,850,PV477-TNT,"SICM - Staten Island Children's Museum Expand West Ter",CONS,"",3000,0,05/17
PV-477,126 246,850,PV477-TNT,"SICM - Staten Island Children's Museum Expand West Ter",CONS,"",11000,0,12/16
PV-477,126 246,850,PV477-TNT,"SICM - Staten Island Children's Museum Expand West Ter",CONS,"",13000,0,06/17
PV-489,126 236,126,PV489-MP2,"LCPA - Master Plan",CONS,"",5134000,0,06/18
PV-489,126 236,126,PV489BREQ,"LCPA - HD Broadcast and Audio Equipment",EQFN,"",500000,0,06/17
PV-489,126 236,126,PV489BREQ,"LCPA - HD Broadcast and Audio Equipment",EQFN,"",615000,0,06/17
PV-489,126 236,801,LCBRIDGE,"FA - Lincoln Center Bridges",CONS,"",29000,0,06/20
PV-489,126 236,801,LCPROGMAN,"LCPA - FA - Lincoln Center Program Manager",CONS,"SITE DEV. AND OFFSITE INF",285000,0,06/18
PV-489,126 236,801,PV489-ATH,"FA - LCPA Lincoln Ctr Alice Tully Hall",CNSP,"",56000,0,06/18
PV-489,126 236,801,PV489-PLZ,"LCPA - Plaza Public Area Lighting and Equipment",EQFN,"",25000,0,06/17
PV-489,126 236,801,PV489MP1,"LCPA - FA - Lincoln Center Master Plan 1",CONS,"",5000,0,06/18
PV-490,126 238,126,PV490-C,"SHCC - SHCC Main Hall Bldg C Roof Reconstruction",CONS,"",268000,0,06/17
PV-490,126 238,126,PV490-C,"SHCC - SHCC Main Hall Bldg C Roof Reconstruction",IFDS,"",5000,0,06/17
PV-490,126 238,126,PV490-C,"SHCC - SHCC Main Hall Bldg C Roof Reconstruction",IFSP,"",32000,0,06/17
PV-490,126 238,126,PV490-C,"SHCC - SHCC Main Hall Bldg C Roof Reconstruction",DSGN,"",32000,0,06/17
PV-490,126 238,126,PV490INFR,"SHCC - Snug Harbor Cult. Ctr. Infrastructure Upgrades",CONS,"",48000,0,06/17
PV-490,126 238,850,PV490-FH,"SHCC - BuildingsF & H Infrastructure & Interior Upgr",DSGN,"",1000,0,06/17
PV-490,126 238,850,PV490-FH,"SHCC - BuildingsF & H Infrastructure & Interior Upgr",CONS,"",27000,0,06/17
PV-490,126 238,850,PV490-FH,"SHCC - BuildingsF & H Infrastructure & Interior Upgr",CONS,"",11000,0,06/17
PV-490,126 238,850,PV490-INF,"SHCC - Site-wide Infrastructure Upgrade",CONS,"",571000,0,06/17
PV-490,126 238,850,PV490-INF,"SHCC - Site-wide Infrastructure Upgrade",CONS,"",3000000,0,06/18
PV-490,126 238,850,PV490-INF,"SHCC - Site-wide Infrastructure Upgrade",DSGN,"",334000,0,03/17
PV-490,126 238,850,PV490-INF,"SHCC - Site-wide Infrastructure Upgrade",SVCS,"",91000,0,03/17
PV-490,126 238,850,PV490-INF,"SHCC - Site-wide Infrastructure Upgrade",IFDS,"",71000,0,06/17
PV-490,126 238,850,PV490-INF,"SHCC - Site-wide Infrastructure Upgrade",IFSP,"",429000,0,06/17
PV-490,126 238,850,PV490-INF,"SHCC - Site-wide Infrastructure Upgrade",DSGN,"",4000,0,06/17
PV-490,126 238,850,PV490-Q3,"SHCC - Snug Harbor Cult. Ctr. Music Hall, Dressing Room",CONS,"",283000,0,06/17
PV-490,126 238,850,PV490-Q3,"SHCC - Snug Harbor Cult. Ctr. Music Hall, Dressing Room",DSGN,"",1323000,0,06/17
PV-490,126 238,850,PV490-Q3,"SHCC - Snug Harbor Cult. Ctr. Music Hall, Dressing Room",SVCS,"",77000,0,04/17
PV-490,126 238,850,PV490-Q3,"SHCC - Snug Harbor Cult. Ctr. Music Hall, Dressing Room",IFSP,"",202000,0,06/17
PV-490,126 238,850,PV490-Q3,"SHCC - Snug Harbor Cult. Ctr. Music Hall, Dressing Room",CONS,"",3715000,0,06/17
PV-490,126 238,850,PV490-Q3,"SHCC - Snug Harbor Cult. Ctr. Music Hall, Dressing Room",CONS,"",1000,0,06/17
PV-490,126 238,850,PV490-Q3,"SHCC - Snug Harbor Cult. Ctr. Music Hall, Dressing Room",CONS,"",188000,0,06/17
PV-490,126 238,850,PV490ELEC,"SHCC - Snug Harbor Cult. Ctr. Site - Wide Electrical Upgrad",CONS,"",1800000,0,06/18
PV-490,126 238,850,PV490ELEC,"SHCC - Snug Harbor Cult. Ctr. Site - Wide Electrical Upgrad",CONS,"",879000,0,06/18
PV-490,126 238,850,PV490SITE,"SHCC - Sitewide Circulation Plan Pedestrian Walkways & Road",IFSP,"",75000,0,06/17
PV-501,126 261,126,PV501-PS1,"PS1 - Acquisition for studio and gallery space",CONS,"",1500000,0,06/17
PV-501,126 261,126,PV501ATTC,"PS1 - Attic Renovation for Studios",CONS,"",500000,0,06/17
PV-501,126 261,126,PV501ATTC,"PS1 - Attic Renovation for Studios",CONS,"",250000,0,06/17
PV-501,126 261,850,PV501-BFS,"PS1 - Backflow Preventer System",CONS,"",150000,0,06/17
PV-501,126 261,850,PV501-EMR,"PS 1 - Exterior Reconstruction",IFDS,"",10000,0,06/17
PV-501,126 261,850,PV501-KIO,"PS 1 - Visitors Center/Kiosk",CONS,"",50000,0,06/18
PV-501,126 261,850,PV501BOIL,"PS1 - PS1 Boiler Replacement",CONS,"",312000,0,06/17
PV-501,126 261,850,PV501BOIL,"PS1 - PS1 Boiler Replacement",DSGN,"",38000,0,06/17
PV-501,126 261,850,PV501BOIL,"PS1 - PS1 Boiler Replacement",IFSP,"",38000,0,06/17
PV-501,126 261,850,PV501BOIL,"PS1 - PS1 Boiler Replacement",IFDS,"",6000,0,06/17
PV-501,126 261,850,PV501BOIL,"PS1 - PS1 Boiler Replacement",CONS,"",643000,0,06/18
PV-501,126 261,850,PV501BOIL,"PS1 - PS1 Boiler Replacement",CONS,"",1000000,0,06/18
PV-501,126 261,850,PV501BOIL,"PS1 - PS1 Boiler Replacement",CONS,"",575000,0,06/17
PV-501,126 261,850,PV501BOIL,"PS1 - PS1 Boiler Replacement",CONS,"",1000,0,06/17
PV-502,126 262,126,PV502-N2E,"JCAL - Jamaica Center for Arts Reconstruction; IT Equipme",EQFN,"",60000,0,06/18
PV-502,126 262,126,PV502JCAL,"JAMAICA CENTER FOR ARTS AND LEARNING PIANO",EQFN,"",18000,0,06/18
PV-502,126 262,850,PV502-L,"JCAL - JAMAICA CENTER FOR ARTS & LEARNING",CONS,"",18000,0,06/18
PV-502,126 262,850,PV502-N,"JCAL - Jamaica Center for Arts Reconstruction",CONS,"",29000,0,06/18
PV-502,126 262,850,PV502-N,"JCAL - Jamaica Center for Arts Reconstruction",DSGN,"",10000,0,06/18
PV-502,126 262,850,PV502-N,"JCAL - Jamaica Center for Arts Reconstruction",CONS,"",207000,0,06/18
PV-503,126 263,850,PV503MISC,"CH - Carnegie Hall Miscellaneous Projects",IFSP,"",141000,0,06/17
PV-503,126 263,850,PV503MST3,"CH - Carnegie Hall Master Plan & Studio Towers, Phase 3",IFSP,"",530000,0,06/17
PV-510,126 271,846,PV510-HLG,"SIBG -SI BOTANICAL GARDEN Healing Garden R116-506M",CONS,"",34000,0,06/18
PV-510,126 271,846,PV510-IRR,"SIBG -SI BOTANICAL GARDEN Site Irrigation",CONS,"",11000,0,06/18
PV-520,126 276,850,PV520-WKS,"WKSVL-Weeksville Heritage Ctr-MasterPlan/Hunterfly Rd House",DSGN,"",1000,0,06/17
PV-520,126 276,850,PV520-WKS,"WKSVL-Weeksville Heritage Ctr-MasterPlan/Hunterfly Rd House",CONS,"",2000,0,05/17
PV-520,126 276,850,PV520-WKS,"WKSVL-Weeksville Heritage Ctr-MasterPlan/Hunterfly Rd House",CONS,"",1000,0,05/17
PV-520,126 276,850,PV520-WKS,"WKSVL-Weeksville Heritage Ctr-MasterPlan/Hunterfly Rd House",CONS,"",25000,0,06/17
PV-520,126 276,850,PV520-WKS,"WKSVL-Weeksville Heritage Ctr-MasterPlan/Hunterfly Rd House",CONS,"",21000,0,05/17
PV-520,126 276,850,PV520-WKS,"WKSVL-Weeksville Heritage Ctr-MasterPlan/Hunterfly Rd House",CONS,"",233000,0,06/17
PV-520,126 276,850,PV520-WKS,"WKSVL-Weeksville Heritage Ctr-MasterPlan/Hunterfly Rd House",DSGN,"",38000,0,06/17
PV-520,126 276,850,PV520WKEQ,"WKSVL-Weeksville Heritage Ctr-MasterPlan/EQFN",EQFN,"",10000,0,05/17
PV-520,126 276,850,PV520WKEQ,"WKSVL-Weeksville Heritage Ctr-MasterPlan/EQFN",EQFN,"",9000,0,05/17
PV-520,126 276,850,PV520WKEQ,"WKSVL-Weeksville Heritage Ctr-MasterPlan/EQFN",EQFN,"",74000,0,05/17
PV-520,126 276,850,PV520WKEQ,"WKSVL-Weeksville Heritage Ctr-MasterPlan/EQFN",EQFN,"",97000,0,06/17
PV-525,126 280,126,PV525STUD,"SMH - Studio Museum in Harlem New Building",DSGN,"",519000,0,06/18
PV-525,126 280,126,PV525STUD,"SMH - Studio Museum in Harlem New Building",CONS,"",1654000,0,06/18
PV-525,126 280,126,PV525STUD,"SMH - Studio Museum in Harlem New Building",CONS,"",2000000,0,06/18
PV-525,126 280,126,PV525STUD,"SMH - Studio Museum in Harlem New Building",CONS,"",20000,0,06/18
PV-525,126 280,126,PV525STUD,"SMH - Studio Museum in Harlem New Building",CONS,"",2000000,0,06/18
PV-525,126 280,126,PV525STUD,"SMH - Studio Museum in Harlem New Building",CONS,"",11000000,0,06/18
PV-525,126 280,126,PV525STUD,"SMH - Studio Museum in Harlem New Building",CONS,"",4000000,0,06/18
PV-525,126 280,126,PV525STUD,"SMH - Studio Museum in Harlem New Building",CONS,"",5000000,0,06/18
PV-525,126 280,850,PV525-FAC,"SMH - Studio Museum of Harlem Sculpture Phase 3 and Facade",IFSP,"",1000,0,06/17
PV-525,126 280,850,PV525HVAC,"SMH - Studio Museum of Harlem, Chiller Replacement",IFDS,"",12000,0,06/17
PV-525,126 280,850,PV525HVAC,"SMH - Studio Museum of Harlem, Chiller Replacement",IFSP,"",7000,0,06/17
PV-540,126 283,850,PV540-MOM,"MOMA - Museum of Modern Art Reconstruction/Expansion",IFSP,"",285000,0,06/17
PV-544,126 286,126,PV489MP,"LCPA - LCCDP New Master Plan FTA",DSGN,"",0,2543000,06/17
PV-544,126 286,126,PV489MP,"LCPA - LCCDP New Master Plan FTA",DSGN,"",0,2661000,06/17
PV-544,126 286,126,PV489MP,"LCPA - LCCDP New Master Plan FTA",DSGN,"",0,551000,06/17
PV-544,126 286,801,LCENTRFTA,"LCPA - FA - Lincoln Center FTA",CONS,"SITE DEV. AND OFFSITE INF",0,100000,06/17
PV-544,126 286,801,LCENTRFTA,"LCPA - FA - Lincoln Center FTA",CONS,"SITE DEV. AND OFFSITE INF",0,13000,06/17
PV-544,126 286,801,LCENTRFTA,"LCPA - FA - Lincoln Center FTA",CONS,"SITE DEV. AND OFFSITE INF",0,6000,06/17
PV-545,126 287,126,PV176-REC,"WCS BRONX ZOO - Reconstruction",DSGN,"",0,1179000,06/17
PV-545,126 287,126,PV176-REC,"WCS BRONX ZOO - Reconstruction",DSGN,"",0,1155000,06/17
PV-545,126 287,850,PV176ITF1,"WCS - Bronx Zoo Parking Lot Improvements",CONS,"",0,243000,01/17
PV-546,126 288,126,PV262-FTA,"BCM - FTA Transportation/Streetscape Enhancements",CONS,"",0,108000,06/17
PV-546,126 288,126,PV262-FTA,"BCM - FTA Transportation/Streetscape Enhancements",CONS,"",0,867000,06/17
PV-546,126 288,126,PV262-REC,"BCM - Brooklyn Children's Museum Reconstruction",DSGN,"",0,843000,06/17
PV-546,126 288,126,PV262-REC,"BCM - Brooklyn Children's Museum Reconstruction",DSGN,"",0,929000,06/17
PV-546,126 288,841,PV262FTA1,"BCM - FTA Streetscape Enhancements - DOT Streetlighting",CONS,"",0,328000,06/18
PV-788,126 294,126,PV788-REN,"122C - 122 Community Center Building Renovation/Addition",CONS,"",200000,0,06/17
PV-788,126 294,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",CONS,"",210000,0,06/17
PV-788,126 294,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",CONS,"",17000,0,06/17
PV-788,126 294,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",CONS,"",18000,0,06/17
PV-788,126 294,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",CONS,"",109000,0,05/17
PV-788,126 294,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",CONS,"",300000,0,06/17
PV-788,126 294,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",CONS,"",200000,0,06/17
PV-788,126 294,850,PV467-122,"122C - 122 Community Center Bldg Reconstruction",DSGN,"",200000,0,06/17
PV-999,126 999,126,PV467-DOG,"3LD - 3 Legged Dog Theater Company - Equipment",EQFN,"",35000,0,06/17
PV-999,126 999,126,PV467-EXL,"SST - SECOND STAGE THEATER - PURCHASE OF COMPUTER EQUIPMENT",EQFN,"",26000,0,06/17
PV-999,126 999,126,PV467APTR,"APT - Afrikan Poetry Theatre, Theatre Reconstruction, Retur",CONS,"",0,100000,06/17
PV-999,126 999,850,PV181HSA2,"HSA - Harlem School of the Arts - Phase 2 Building Upgrades",IFDS,"",5000,0,06/17
PV-999,126 999,850,PV467-AL2,"ALV - ALVIN AILEY DANCE FOUNDATION - PHASE 2",IFSP,"",4000,0,06/17
PV-999,126 999,850,PV467-HSA,"HSA - Harlem School of the Arts Ph 1 Infrastructure Reconst",CONS,"",2000,0,06/17
PV-999,126 999,850,PV467-JME,"JM - Jewish Museum - Renovation/Equipment Purchase",IFSP,"",34000,0,06/17
PV-999,126 999,850,PV467-MMD,"MMDG - Mark Morris Dance Group Studio Renovation",IFSP,"",10000,0,06/17
PV-999,126 999,850,PV467-NM2,"NM - New Museum - Construction of contemporary art museum",IFSP,"",44000,0,06/17
PV-999,126 999,850,PV467WNYC,"WNYC - New Facility",IFSP,"",202000,0,06/17
PW-C077,856 C77,850,PV234CSV1,"CSV - Clemente Soto Velez - Interior Code Compliance",CONS,"",47000,0,06/17
PW-C077,856 C77,850,PV234CSV1,"CSV - Clemente Soto Velez - Interior Code Compliance",CONS,"",1000,0,06/17
PW-DN004,856 AA5,801,PWDYM&WHF,"Young Men's & Young Women's Hebrew Association -- Fire Alar",CONS,"",85000,0,06/17
PW-DN004,856 AA5,801,PWDYM&WHF,"Young Men's & Young Women's Hebrew Association -- Fire Alar",CONS,"",674000,0,06/17
PW-DN004,856 AA5,801,YWHA92,"YM YWHA dba 92nd Street Y",CONS,"ACCESS FOR THE HANDICAPPE",513000,0,06/17
PW-DN015,856 AM8,801,BBCSSCHER,"Brooklyn Bureau of Community Service",CONS,"SITE DEV. AND OFFSITE INF",150000,0,06/17
PW-DN015,856 AM8,801,BKBUREAU2,"Brooklyn Bureau of Community Service",CONS,"SITE DEV. AND OFFSITE INF",100000,0,06/17
PW-DN055,856 A06,801,PWD9BORO,"BORO PARK JCC EQUIPMENT",EQFN,"",100000,0,06/18
PW-DN061,856 B02,850,PWDNLEGGA,"NEW YORK LEGAL ASSISTANCE GROUP - MOBILE LEGAL HELP CENTER",EQVH,"",7000,0,06/17
PW-DN061,856 B02,850,PWMLEGAL,"NEW YORK LEGAL ASSISTANCE GROUP",IFSP,"",25000,0,06/17
PW-DN070,856 A08,801,BCADAYCAR,"Brooklyn Chinese-American Association Day Care Program Sites",CONS,"SITE DEV. AND OFFSITE INF",2362000,0,06/17
