managingagency,projectid,description,citycost,noncitycost,totalcost
806,HAM15WAPA,572 WARREN STREET PLAY AREA UPGRADE,100000,0,100000
42,CA052-016,CUNY LEADS - Technology Equipment for the visually impaired,100000,0,100000
826,MED-634,"Water main replacement e. 25st b/t 1st & 3rd avenue, manh",100000,0,100000
801,PV4673FLR,LESTM - Tenement Museum - 3rd Floor Exhibit 103 Orchard St.,100000,0,100000
826,PW-78-L,RECONSTRUCTION OF PIPES PLANT WIDE,100000,0,100000
850,HLDN28LIJ,LIJ MEDICAL CENTER - MOVEABLE EQUIPMENT SYSTEM,100000,0,100000
126,PV262-SEC,BCM - Brooklyn Children''s Museum Security System Upgrades,100000,0,100000
850,HLMNPAREN,PLANNED PARENTHOOD OF NEW YORK CITY - EQUIP. PURCHASE,100000,0,100000
39,LQMTGRMS,"BRIARWOOD, KGH, POMONOK, AND HILLCREST",100000,0,100000
850,SER200128,STORM SEWER (BMP) IN ROCKLAND AV - RICHMOND RD & MEISNER AV,100000,0,100000
806,HAM15ODPA,O'DWYER GARDENS PLAYGROUND UPGRADES,100000,0,100000
42,BY025-012,Grad Ctr for Worker Ed - Library & Capital Improvement,100000,0,100000
806,RWARREN,FAC - 573/551 Warren Street,100000,0,100000
819,12201750,GOUVERNEUR: VEHICLE REPLACEMENT,100000,0,100000
850,PWD308NBR,Northeast Bronx Redevelopment Corp,100000,0,100000
42,HU008-005,Organic Chemistry Lab,100000,0,100000
126,PV101CORE,MJH - Core Exhibit Systems,100000,0,100000
39,LQD122MV1,MIDDLE VILLAGE - New Site Acquisition,100000,0,100000
846,P-5PNYT11,PlaNYC - FY13 Tree Planting Staten Island CB 1-3 - RG-111MR,100000,0,100000
826,SRICHBBEX,"SO RICHMOND BLUEBELT LAND ACQ. EXPANSION, PH 3",100000,0,100000
126,PV194PIER,INT - Intrepid Pier 86 Reconstruction,100000,0,100000
126,PV289NWDA,NYSF - 440 Lafayette Systems,100000,0,100000
850,HWQ631B-1,ALMEDA AVENUE - PHASE I,100000,0,100000
126,PV001LGVD,3LD - 3 Legged Dog Lighting and Video Equipment,100000,0,100000
38,LBC17CDOP,CLARENDON OUTDOOR PLAZA,100000,0,100000
68,JJZROSSLB,THE CROSSROADS JUVENILE CENTER - LIBRARY RENOVATION,100000,0,100000
801,AGDRAIN,FA - Rain Senior Center Renovation,100000,0,100000
841,BRC156R,MANHATTAN BRIDGE #14 (CABLE RE-WRAPPING & SUSPENDER),100000,0,100000
42,ST033-016,Rebuild Outdoor Track and Field and Facilities,100000,0,100000
858,ECTP5SME,ECTP Technical Subject Matter Expertise Services,100000,0,100000
826,BB-209-L,Reconstruct High Level Influent Gates @ Bowery Bay WPCP,100000,0,100000
42,BY024-012,Grad Ctr. Worker Ed.- Technology & Capital Improvement,100000,0,100000
806,HAM17WISR,WHITMAN HOUSES - WILLOUGHBY SENIOR CENTER HVAC,100000,0,100000
42,CA053-016,Macaulay Honors College - New Media Lab,100000,0,100000
850,F175MGR06,MINI GUT REHABS,100000,0,100000
125,HAM14CRSR,CARVER HOUSES SENIOR CENTER COMPUTER LAB,100000,0,100000
850,PWD308TRE,TREATMENT ALTERNATIVES TO SAFER COMMUNITIES,100000,0,100000
111,PO187GRIM,GLASS REFRACTIVE INDEX MEASUREMENT SYSTEM,100000,0,100000
841,HWD10110,Strickland Avenue - Reconstruction,100000,0,100000
819,25201156,LINCOLN: PURCHASE ULTRASOUND EQUIPMENT,100000,0,100000
846,P-5FAIRVW,Fairview Park - Acquisition,100000,0,100000
801,TOTTENCBD,Tottenville Central Business District,100000,0,100000
841,HWK00512,Little Red Riding Hood Pre-K Sidewalk Extension,100000,0,100000
806,RYERSON,RYERSON TOWERS INC.,100000,0,100000
850,HRDN62HUC,HARLEM UNITED COMMUNITY AIDS CTR - CO LOCATION DATA CTR,100000,0,100000
126,PV921-SHD,SHD - Spoke the Hub Dancing - Retractable Seating for Gowan,100000,0,100000
856,PWMNMFYIT,"MFY LEGAL SERVICES, INC. (AKA MOBILIZATION FOR JUSTICE, INC",100000,0,100000
806,CYPRESS,"Cypress Plaza Mews - 701 Van Siclen Ave, Bklyn",100000,0,100000
841,HWX870,"RECONST WILLIAMSBRIDGE ROAD: ADEE AVE TO ARNOW AVE, ETC",100000,0,100000
850,SER00294,CONSTRUCTION OF SANITARY SEWERS IN COLLEGE AVENUE,100000,0,100000
850,HWMWTCA1E,RECONSTRUCTION OF BARCLAY STREET - EMERGENCY,100000,0,100000
846,P-3CATHE1,LOCKER ROOM RENOVATION 80 CATHERINE ST.,100000,0,100000
826,MIBBNC002,"Last Chance Pond BMP NC 11/12, storm & sanitary sewer con",100000,0,100000
850,PV034-GEN,AMNH - AMNH Genomics/Ornithology/HVAC/Elev,100000,0,100000
846,P-4QWCABR,Queens Wildlife Center Marsh Bridge Repair,100000,0,100000
819,02201401,DISABILITY OPTIMIZATION RENOVATIONS CORPORATE-WIDE,100000,0,100000
846,P-102DRAK,Drake Park Reconstuction,100000,0,100000
126,PV123LOBY,"New York Live Arts, Inc.- Live Arts Lobby Renovation",100000,0,100000
111,PO-D187E,EYE IN THE SKY RETRACTABLE TOWER FOR PSA 3,100000,0,100000
126,PV354-ILS,RTC - AAT Induction Loop System,100000,0,100000
826,PO-120-L,PURCHASE OF LAB EQUIPT. FOR VARIOUS LOCATIONS CITY-WIDE,100000,0,100000
68,CAPC,CHINESE AMERICAN PLANNING COUNCIL,100000,0,100000
856,PWMNEDALL,"EDUCATIONAL ALLIANCE, INC. - IT UPGRADE STAGE 2: UPGRAD",100000,0,100000
850,HWC988M1,AMBOY RD & ANNADALE RD,100000,0,100000
42,BY019-010,HD TV Equipment,100000,0,100000
846,P-4OLMST6,OLMSTED CTR ANNEX FURNITURE Q099-110MA,100000,0,100000
850,FD175273H,INSTALLATION OF A HVAC SYSTEM - E273,100000,0,100000
801,QUEENSCSA,QUEENS COMMERCIAL CORRIDOR AT ST. ALBANS,100000,0,100000
856,PWQ77ATRM,QUEENSBOROUGH HALL - ATRIUM: OUTFITTING FOR ATRIUM,100000,0,100000
126,PV290-IT1,The New 42nd Street- New 42 IT Network Security System,100000,0,100000
850,PO79BMABG,SHOP 1 ROOF REPLACEMENT,100000,0,100000
819,26201161,CIH: PURCHASE DIGITAL RADIOGRAPHY SYSTEM FOR DENTAL CENTER,100000,0,100000
126,PV927DFIT,DYN - Dynamic Forms IT and Production Equipment,100000,0,100000
806,MW127TH,CENTER FOR URBAN COMMUNITY SERVICES SUPPORTIVE HOUSING DE,100000,0,100000
826,PO-94-B,BIOLOGICAL CENTRATE TREATMENT - DEMO SERVICE AGREEMENT/ W.I.,100000,0,100000
125,AGCBCOV,CARTER BURDEN/LEONARD COVELLO,100000,0,100000
846,P-301WMPL,WASHINGTON MARKET PARK LAWN,0,100000,100000
826,MIBBNC05A,BMPs NC-13 & 14: Storm sewer construction & water main repl,100000,0,100000
126,PV949-ARS,ARS- Theatrical Lighting Design,100000,0,100000
126,PV213JCC1,JCC - Purchase of Projection System,99000,0,99000
850,EDQNFBNYC,Food Bank For New York City - Food Delivery Vehicle,99000,0,99000
850,SAND350FM,Sandy Phase 2b Resurfacing (FEMA Funded),65000,34000,99000
801,INTREPIDC,FA - Intrepid Museum Foundation - cooling tower,99000,0,99000
826,NR-ER-008,NORTH RIVER W.P.C.P. EMERGENCY MECHANICAL RECONS IN AREA 5,99000,0,99000
846,P-200ZO16,Prospect Park Zoo - HVAC system replacement,98000,0,98000
850,LQD122WS3,WOODSIDE - INTERIOR LIGHTING UPGRADE,98000,0,98000
846,P-4FLBAY2,FLUSHING BAY DREDGING & CONSTR OF BOAT RAMP Q099-300M,98000,0,98000
56,PO79BMAHH,HWY # 3 SEPTIC TANK,98000,0,98000
37,LNCA14SIS,Secuity Systems @ Four Staten Island Branches,98000,0,98000
801,HL99URBH2,"URBAN HEALTH PLAN, INC - EXPANSION - FACILITY EXPANSION",98000,0,98000
846,P-2PLAY13,"MULTISITE- OCEAN HILL PLGD, WINGATE, MLK SPRAY SHWER BG-11",98000,0,98000
850,P-USTA1,USTA UN AVENUE CONNECTOR ROAD RELOCATION,98000,0,98000
111,CCN7COMP,City Council Computers,98000,0,98000
850,PV205ACAD,NYBG - Edible Academy/Family Garden Enhancements,98000,0,98000
56,PO79BMAJM,30TH PRECINCT ACT TOWER,98000,0,98000
850,PV235CC4B,BMA - Brooklyn Museum - Ph 4 Climate Control Stage 4B,98000,0,98000
846,P-218D17G,HENDRICK LOTT HOUSE LANDSCAPE WORK B433-106M,97000,0,97000
111,PO187-PH2,CUSTOM DIGITAL ENLARGEMENT SYSTEM,97000,0,97000
39,LQLASEC,LAURELTON - Security System Upgrade,97000,0,97000
819,26200741,CONEY: REPLACMENT 2 PORTABLE X-RAY MACHINES,97000,0,97000
111,COMP2OAIS,Comptroller OAISIS System Infrastructure Upgrade,97000,0,97000
806,HAM13HTET,HOLMES TOWER ENTRANCES AND LAYERED ACCESS CONTROLS,97000,0,97000
96,HR110INFR,Network Infrastructure,47000,49000,96000
850,LNEM08CLB,COLUMBUS: HVAC,96000,0,96000
126,PV127-DP,DIXON PLACE AUDIO SYSTEM,96000,0,96000
846,P-3SRISKM,MAN. -REPLACE & RISK MANAGE SANDY DAMAGED TREES- MG-414M,96000,0,96000
39,LQBTCCTV,BAY TERRACE CCTV,96000,0,96000
850,HHWINIO,Women in Need Initial Outfitting,96000,0,96000
846,SANDY3-14,SANDY-Dock at 79 Street Boat Basin M071-310M,10000,86000,96000
846,P-3TONYDR,TONY DAPOLITO RECREATION CENTER PH 1,96000,0,96000
850,HED-574,Replacement and/or lining of water mains at Boston Rd,95000,0,95000
801,PWDJUST,Urban Justice Ctr - Property Acquisition,95000,0,95000
856,PW77TAX,1 CENTRE ST.- 11TH FL. TAX COMMISSION REHAB,95000,0,95000
850,PW80SA,2 LAFAYETTE ST.- SAFE ACCESS CATWALK,95000,0,95000
111,LAW9CTRX,Law Department Citrix Upgrade,95000,0,95000
850,LNEM08CIS,CITY ISLAND: Fire Alarm,95000,0,95000
126,PV088-BRP,BRIC Arts - Media House: Piano,95000,0,95000
39,LQSTCCTV,STEINWAY - CCTV,95000,0,95000
801,GREENPTMA,Greenpoint Manufacturing and Design Center LDC Acquisition,95000,0,95000
850,HRXCOMMON,NY COMMON PANTRY PURCHASE FOOD DELIVERY VAN,95000,0,95000
72,C75-CHILL,VCBC CHILLER,95000,0,95000
801,PWK291,FA - YMCA of Prospect Park,94000,0,94000
850,LNMA12TOT,Fire Alarm System @ Tottenville,94000,0,94000
96,HR120IBMS,IBM Power 770 Servers,46000,48000,94000
819,33201744,EHC: REPLACE CUSA EXCEL & ULTRASONIC TISSUE ABATEMENT SYSTE,94000,0,94000
846,P-200PPAR,PPA- Prospect Park Renovations,94000,0,94000
846,P-1PLG10B,FY10 Playground Requirements (XG-410M),94000,0,94000
858,DOIT5INUP,DoITT IP Network Infrastructure Upgrade,94000,0,94000
850,LNEA13MAC,MACOMBS BRIDGE - Fire Alarm,94000,0,94000
850,PWDNPHPPS,Phipps Community Development Corporation,93000,0,93000
850,HRDNCITYH,CITY HARVEST - HYBRID REFRIGERATED TRUCK,93000,0,93000
111,PO187BMLF,Articulating 50 FOOT WORKING HEIGHT BOOM LIFT,93000,0,93000
846,SANDY4-13,SANDY-Rockaway Beach roller hockey rink - Type 3 Q163-,45000,48000,93000
850,PV034CPWR,AMNH - Central Park West Facade & Rotunda,93000,0,93000
816,HL82MYBUS,Multi-Year Budget Management System,39000,54000,93000
846,P-312ISA2,ISHAM PARK IRRIGATION & DRINK FOUNTAINS M043 M43112,93000,0,93000
126,PV166-GFS,GFS - GHETTO FILM SCHOOL EQUIPMENT,93000,0,93000
126,PV033LGT1,PS 122 - LED Lighting Systems,92000,0,92000
801,RISALTMAR,Randall's Island Salt Marsh,8000,84000,92000
42,KG021-006,Nursing Lab & Resource Center Equipment,92000,0,92000
39,LQOZCCTV,OZONE PARK CCTV,92000,0,92000
846,P-6CPIBN8,CPI PH1- Bx & Mn Playgrounds-Bundle 8 (CNYG-3115),92000,0,92000
850,RWX007,RETAINING WALL - PALISADE AV,92000,0,92000
850,LBC11CHHC,CLINTON HILL - HVAC Replacement,92000,0,92000
846,P-4OLMSTE,OLMSTED CENTER ELEC & WIRING UPGRADE FOR CADD Q099-801M,92000,0,92000
39,LQBPKCCTV,BAISLEY PARK - CCTV System Installation,92000,0,92000
111,PO46-EMTS,TELEPHONY NETWORK SECURITY SYSTEM,91000,0,91000
39,LQQHSEC,QUEENSBORO HILL SECURITY SYSTEM,91000,0,91000
850,HLRNRUMCC,RUMC COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM,91000,0,91000
819,33200501,EHC: RENOVATION OF THE HIV / INFECTIOUS DISEASE CLINIC,91000,0,91000
850,PV289-MP,NYSF - Public Theater/NY Shakespeare Festival Masterplan,91000,0,91000
846,P-5PL15A4,$1Contract-Conference House Pk-ADA at Visitor Ct WO4 RG-21,91000,0,91000
111,BIC6LANU,BIC IT Infrastructure Upgrade,91000,0,91000
856,E09-00006,"DPR - 09-047: Central Park Zoo, 830 5th Avenue",91000,0,91000
850,HLDN19FHH,FOREST HILLS HOSPITAL - MEDICAL EQUIPMENT,91000,0,91000
856,CO293SA,851 GRAND CONCOURSE - SAFE ACCESS TO MECHANICAL SYSTEM,91000,0,91000
111,PO187-VSC,VIDEO SPECTRAL COMPARATOR,90000,0,90000
850,SEQ200434,STORM SEWERS IN 111 AV - 198 ST AND 196 ST,90000,0,90000
850,MULTIHVAC,MMA - METROPOLITAN MUSEUM OF ART Facility-wide HVAC Replace,90000,0,90000
846,P-1PUGSLY,PUGSLEY CREEK & SOUNDVIEW PARKS INSTALLATION OF BLUE LIGHT,90000,0,90000
846,P-205LIND,LINDEN/GERSHWIN PARK -EXERCISE PAVILLION (B214-115M),90000,0,90000
850,HLDNJBTER,"JBI International, Inc.- Equipment Purchases",90000,0,90000
850,SER002316,SAN & STRM SWR IN ALVERSON AV B/T WOODROW RD & MASON BLVD,90000,0,90000
850,HL82FRHH,FOREST HILLS HOSPITAL - BRONCHOCOPE,90000,0,90000
126,PV222JTIT,JT - Joyce Theater IT System,90000,0,90000
37,LNCM13SVP,SYSTEMWIDE: Server Virtualization System,90000,0,90000
850,PW77117D2,137 CENTRE ST. - DCTV,90000,0,90000
846,P-6CBLDG7,FY07 Building Requirements (CNYG-1007M),90000,0,90000
819,29201050,KCHC: PURCHASE FIBER-ENABLED LASER SYSTEM,90000,0,90000
858,DOIT7PRXY,DoITT: Blue Coat Proxy Servers,90000,0,90000
126,PV256DIMM,MTC - Manhattan Theatre Club Dimmer System Installation,90000,0,90000
841,HB1013,IRON SHOP EQUIPMENT,90000,0,90000
850,PV467NYTW,FAB - NY Theatre Workshop - 72 East Fourth St. Set Shop,90000,0,90000
850,LNXEA08PC,PARKCHESTER: HVAC,90000,0,90000
846,P-304HR40,Hudson River Park - Pier 40 tennis courts,90000,0,90000
856,ACEDOE604,DOE - DOMESTIC WATER UPGRADE,90000,0,90000
850,F175GREEN,GREENPOINT EMS STATION,90000,0,90000
816,HL82VOIP1,Upgrade DOHMH Satellite offices to VoIP,63000,27000,90000
801,QNSPLAZA,Long Island City-Queens Plaza,90000,0,90000
72,C74SCHOOL,NEW RNDC SCHOOL ADDITION,90000,0,90000
846,P-3HRPP84,Hudson River Park Trust Water Features/Dog Run Pier 84,89000,0,89000
850,LBC14MDBR,MIDWOOD OUTDOOR PLAZA,89000,0,89000
850,LNCA09BEL,BELMONT - New Boiler,89000,0,89000
801,CONEYPLAZ,Coney Island Steeplechase Plaza,89000,0,89000
846,P-407FLB2,Francis Lewis Park Bocce Court Renovations,89000,0,89000
846,P-1BRAVEH,Bronx River Alliance Capital Improvements,89000,0,89000
856,ACECAS507,DCAS - VFD INSTALLATIONS,89000,0,89000
850,HLMNAIDSS,AIDS SERVICE CENTER OF LOWER MAN. - MOBILE OUTREACH PROGRAM,88000,0,88000
841,BXECONDEV,FA - BX Council for Economic Devel. - Streetscape Furniture,88000,0,88000
819,25200742,LINCOLN: PURCHASE PULMONARY ENDOSCOPIC UNIT,88000,0,88000
56,SANDCD1,FRONT STREET PROPERTY CLERK,9000,79000,88000
71,ACEDHS601,DHS: Gas Fired Domestic Hot Water System (GFDHWS),88000,0,88000
819,68201163,IT DATA & VOIP OUTFITTING OF NEW GOLDWATER NORTH,88000,0,88000
846,P-3RVSDFN,RIVERSIDE PARK FENCES ALONG HUDSON M071-113M,88000,0,88000
801,BNYINF-08,BNYDC Infrastructure FY08,87000,0,87000
57,F1-PED96,PEDESTALS FY96,87000,0,87000
801,PWM999EDA,THE EDUCATIONAL ALLIANCE 13-556221-O6019,87000,0,87000
850,LNRA10STG,ST GEORGE - Boiler Replacement and Elevator Upgrade,87000,0,87000
42,HU022-009,EXPERIMENTAL PSYCHOLOGY LAB BUILDOUT,87000,0,87000
850,PWDNROCKK,"Rocking the Boat, Inc. - Vehicle Purchases",86000,0,86000
850,LNEM15PCH,Parkchester: Fire Alarm System,86000,0,86000
858,DOIT1UNIX,DOITT: Unix Upgrade - DoITT Portion,86000,0,86000
850,LNCA07ALL,ALLERTON - Ejector System/Water Infiltration,86000,0,86000
850,HWK472W,FLUSHING AVENUE (X755 69),86000,0,86000
42,CC013-008,"EQUIPPING 25 CLASSROOMS WITH SMART TECH, CITY COLL CTR - CW",86000,0,86000
850,PDN15NYRP,New York Restoration Project - 2 CLEAN ENERGY TRUKCS,86000,0,86000
42,NY016-013,Furniture and Delivery Systems for Dental Program,85000,0,85000
850,HWK476B,NASSAU AVENUE,85000,0,85000
42,BX058-000,Renovate Tennis and Handball Facilities,85000,0,85000
42,ST026-013,Breast Cancer Center,85000,0,85000
846,P-300HRPA,Hudson River Pk Trust-ADA compliance,85000,0,85000
111,PSC1SDE,PSAC 1: Solutions Development Environment,85000,0,85000
846,P-208SJRC,St. John's Recreation Center - sitting area B245-112,85000,0,85000
126,PV694-SOC,Society of Educational Arts Video System,85000,0,85000
816,HL82ACCXR,ANIMAL CARE AND CONTROL OF NYC - NEW XRAY CAPABILITY,85000,0,85000
71,HH115BFSW,BRIARWOOD FAMILY SEWER RECONSTRUCTION,85000,0,85000
850,LNCA12SWP,SEWARD PARK - Replace sidealk over vault and waterproof,85000,0,85000
850,HL82RPZ2,REPLACEMENT OF RPZ VALVES,85000,0,85000
846,P-5FRESH2,Fresh Kills - Environmental Impact Statement(EIS),85000,0,85000
850,HLDNWILLM,WILLIAM F. RYAN COMMUNITY HEALTH CENTER - VEHICLE PURCHASE,84000,0,84000
801,QNSPLGA,Queens Plaza Garage,84000,0,84000
856,E09-00030,"NYPD - 09-064; 69th Precinct; 9720 Foster Avenue",84000,0,84000
846,P-102HNT2,Hunts Point - Riverside Park - Dock Repair - phase 2,84000,0,84000
819,33201340,EHC: PURCHASE A DIGITAL X-RAY UNIT FOR THE ER,84000,0,84000
850,GCHP24-01,GI - GREEN INFRASTRUCTURE IN HUTCHINSON RIVER AREA - PHASE1,84000,0,84000
846,P-2BOIL1A,BROOKLYN - BOILERS & HVAC SYSTEMS B073-111M,84000,0,84000
846,P-307RVSD,RIVERSIDE PK- CANTILEVER 83RD-91ST M071-297A,84000,0,84000
850,PV490-FH,SHCC - BuildingsF & H Infrastructure & Interior Upgr,84000,0,84000
111,XBP4LANX,Bronx Borough President - LAN Upgrade,84000,0,84000
850,HLDNHEBEQ,Hebrew Home for the Aged at Riverdale Equipment,84000,0,84000
126,PV766-UDA,Uptown Dance Academy Lighitng and Sound Systems,83000,0,83000
827,S222-420K,DSNY Cisco Devices Replacement,83000,0,83000
57,F212PHOTO,PRINTER - PUBLIC INFORMATION,83000,0,83000
126,PV467651A,651 Arts - Freedom Gates Project,83000,0,83000
850,HLDNCATHO,CATHOLIC MANAGED LONG TERM CARE- VEHICLE PURCHASE,83000,0,83000
846,P-400ZO22,Queens Zoo - Bear ExhibitGuest Railing/Bench replacement,83000,0,83000
850,HL82STMAR,ST. MARYS HEALTHCARE SYSTEM FOR CHILDREN,83000,0,83000
850,HLDNLEAGU,Women's League Community Residences - I/O,82000,0,82000
850,PWNC025,NYC RESCUE MISSION- VEHICLE PURCHASES PROJECT,82000,0,82000
850,PV467-BCW,BCP - BROOKLYN CENTER FOR PERFORMING ARTS RIGGING SYSTEM,82000,0,82000
42,LG019-008,CONSTRUCTION OF CYBERCAFE IN CENTER 3 BUILDING,82000,0,82000
37,LNCA15CBS,Security System at Columbus Library,82000,0,82000
850,HLWFRCHC,William F. Ryan Community Health Ctr,82000,0,82000
846,P-1PATROL,PARKS ENFORCEMENT PATROL EQUIPMENT,82000,0,82000
850,HL82NYUD,NYU COLLEGE OF DENTISTRY - PURCHASE DENTAL EQUIPMENT,82000,0,82000
856,ACECAS509,DCAS - BROOKLYN SUPREME COURT - HIGH EFFICIENCY MOTORS,81000,0,81000
850,SEN002162,Sewer work in John St betw B'way & William St,81000,0,81000
40,ACEFIT511,FIT - LED lighting upgrade for Gymnasium,81000,0,81000
126,PV320SOUN,OSL - Orchestra of St. Lukes - Sound System Equipment,81000,0,81000
846,P-3PL14A1,Recon Gertrude Ederle W 59th St Playground MG-314M,81000,0,81000
37,LNRA15GRK,Security System,81000,0,81000
37,LNCA1567S,Security System @ 67th street library,81000,0,81000
126,PV856-YPC,Young People's Chorus - Pianos for YPC,81000,0,81000
846,P-1VCVCLE,Van Cortlandt Park Conservancy -- Vehicle Purchase,81000,0,81000
850,PS-312CW1,CITYWIDE REPAIRS & REHAB OF INTERCEPTING SEWERS - CITYWIDE,81000,0,81000
846,P-2GATEWA,Gateway Estates- Plumbing B541-315M,81000,0,81000
37,LNCA15BPC,Security System at Battery Park City,81000,0,81000
39,LQEFCCTV,EAST FLUSHING CCTV,81000,0,81000
39,LQSZCCTV,SOUTH OZONE PARK - CCTV,81000,0,81000
856,PW322TOIL,345 ADAMS ST.- CODE COMPLIANT TOILET UPGRADES,80000,0,80000
111,FISA9FMSA,"FMS - Financial Mgt System, Advantage 3.0 FY 2009",80000,0,80000
850,PV467-NM,NM - New Museum - Construction of contemporary art museum,80000,0,80000
850,SEQ200502,STORM SEWER IN 72 AVENUE,80000,0,80000
850,HWK1130A,BRT NOSTRAND AVE PHASE 2 NORTH OF FLUSHING/SOUTH OF ATLANT,80000,0,80000
126,PV639ADOC,AMERICAN DOCUMENTARY SEATING SYSTEM,80000,0,80000
42,JJ022-016,Gymnasium Safety Improvements,80000,0,80000
801,CARIBEAN,FA - Caribbean American Chamber of Commerce and Industry,80000,0,80000
42,ST020-010,Network and Assistive Technology Equip. Upgrade,80000,0,80000
850,HLDNOCARE,ODA Primary Health Care Network - Equipment Purchases,80000,0,80000
856,PW300EFMS,Citywide Enterprise Fleet Management System,80000,0,80000
846,P-503WPDR,Wolf's Pond Pk Dog Run,80000,0,80000
850,SER002210,"SAN SEWER IN AMELIA CT , SI",80000,0,80000
850,EDDNTRUCK,FOOD BANK FOR NYC - REFRIGERATED FOOD SOURCING TRUCK,80000,0,80000
856,SOLARGR1C,DOE- PHASE 1C-PV PANELS AT 2 SCHOOLS,80000,0,80000
846,P-308AGFB,ASPHALT GREEN BOILER M286-114M,80000,0,80000
850,HRXNQUATY,QUALITY SERVICES FOR THE AUTISM COMMUNITY - VAN PURCAHSE,80000,0,80000
850,AGDNJEWSH,Jewish Community Council of Greater Coney Island - I.O.,80000,0,80000
111,CCN7LIC,Long Island City WIFI,80000,0,80000
126,PV345RELT,REP - Automated Lighting System,80000,0,80000
819,24200740,NCB: PURCHASE DIGITALIZED MAMMOGRAPHY SYSTEM,80000,0,80000
57,F175RC2IE,Initial Outfitting - Rescue 2 - FY17,80000,0,80000
846,P-3CTYSTG,Central Park - CPF - Summerstage M010-106M,80000,0,80000
826,OH-90-L,REPLACEMENT OF CCT GATE CONTROLS @ THE OWLS HEAD WWTP,80000,0,80000
111,PO187-MT0,DECAL AND SIGN MANUFACTURING EQUIPMENT,80000,0,80000
856,PW308TURN,TURNSTILES AT 1 CENTRE,80000,0,80000
856,ACEBPL604,BPL - RUGBY BR. RENOVATION,79000,0,79000
846,P-3GOGILB,Green Oasis/Gilbert's Sculpture Garden,79000,0,79000
850,LNC2STAPL,STAPLETON - Renovation and Expansion,78000,1000,79000
850,HRDNCITYY,"City Harvest, Inc. - Vehicle Purchase",79000,0,79000
126,PV829ADIT,Aaron Davis Hall - IT System Upgrade,79000,0,79000
37,LNCA15MUL,MULBERRY:Security System,79000,0,79000
111,FISA1FMSB,"FMS - Financial Mgt System, Advantage 3.0 FY 2010",78000,0,78000
850,PWDKBGC05,KIPS BAY BOYS AND GIRLS CLUB - TRANSPORT VANS,78000,0,78000
846,P-1BCSPL1,BRONX - ELEC OFFICIALS BLDG REQ - PLMB XG-308M,78000,0,78000
39,LQRSCCTV,ROSEDALE CCTV,78000,0,78000
57,F204RIBL3,RANDALL'S ISLAND BLDG. #3,78000,0,78000
57,F175TEC54,TOILET REPLACEMENT - EC54,77000,0,77000
850,PV022ELEC,MMA - Met Museum Switchgear Replacement (Elec Upgrade),77000,0,77000
846,P-303JMPZ,JAMES MADISON PLAZA M255-107M,77000,0,77000
850,EDMNIMMIG,IMMIGRANT SOCIAL SERVICES COMPUTER LAB OUTFITTING,77000,0,77000
846,P-1JARDIN,PS 61(Fountain of Youth)plgd - perim fence &garden X233-111M,77000,0,77000
850,CSDNCHILD,JEWISH CHILD CARE ASSOCIATION OF NY - PHONE SYSTEM,77000,0,77000
801,PV467APT3,Apollo Theater - Phase III Renovations,77000,0,77000
846,P-3DELURY,Delury Square Renovation- Manhattan,77000,0,77000
819,29201643,KCHC: UPGRADE ECHOCARDIOGRAPHIC ULTRASOUND EQUIPMENT,77000,0,77000
801,LEGALSERV,LEGAL SERVICES NYC - BRONX IN THE BUSHER BUILDING,77000,0,77000
846,P-215KELY,Kelly Park -Abatement (B051),77000,0,77000
126,PV187-SI2,Studio in School - Audio Visual Equipment,77000,0,77000
858,PW77QBP,QUEENS BOROUGH PRESIDENT CABLING FOR VOIP PHONES,77000,0,77000
57,F175TOI10,TOILET RENOVATIONS,77000,0,77000
846,P-310FJTC,FRED JOHNSON TENNIS COURTS RENOVATION M159-111M,77000,0,77000
846,P-1CRO66B,Ferry Point Park - Comfort Station Electrical X126-206M,76000,0,76000
850,PV467-52,CLG - 52nd Street Project Rehab of Community Theater/Youth,76000,0,76000
801,PVBRSTRND,BAM -STRAND THEATER - BRIC Tenant Fit Out,76000,0,76000
846,P-3HRPTHS,Hudson River Park Trust Harrison St. Entrance Overlook,76000,0,76000
56,PO7961PK,61ST PCT PARKING LOT REPLACEMENT,76000,0,76000
126,PV467-QFC,Queens County Farm Tractor,76000,0,76000
846,P-207D017,SUNSET PARK WATERFRONT PARK,76000,0,76000
801,GWHFWEIR,GREENWOOD HISTORIC FUND,76000,0,76000
42,ME018-005,LIBRARY EXPANSION,76000,0,76000
801,BNYSSGATE,BNYDC - SANDS STREET GATE RECONSTRUCTION,76000,0,76000
850,BED-778,TRUNK & DIST. W/M REPL IN ATALNTIC AV B/T CARLTON & CLASSON,76000,0,76000
850,HLDNTRANS,"TRANSITIONAL SERVICES FOR NEW YORK, INC - VEHICLE",76000,0,76000
846,P-304HRHS,Hudson River Park -Harrison Str Entrance Overlook,76000,0,76000
841,HBM1184,WEST 33RD STREET / AMTRAK 30 ST BRANCH 2-24501-B,75000,0,75000
816,HL82PHLNB,DOHMH FACILITIES,75000,0,75000
850,HWD105-01,METROPOLITAN AVE & UNIONPORT ROAD IN PARKCHESTER -CENTER IS,75000,0,75000
850,HH115FLFA,FLATLANDS FAMILY RESIDENCE FIRE SAFETY,75000,0,75000
850,LQQ122LRC,LEFFERTS - Roof Replacement,75000,0,75000
